assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_039654755.1,RI_Cla_1.0,Calcarius lapponicus,135424,2024-05-17,2024,,,,,,2025-01-26
GCA_013387185.1,ASM1338718v1,Caligus rogercresseyi,217165,2019-11-13,2019,,,,,,2025-01-26
GCA_964340385.1,jaCalPara1.1,Calliactis parasitica,6114,2024-11-14,2024,,,,,,2025-01-26
GCA_949752705.1,ilCalDomi2.1,Callimorpha dominula,938182,2023-04-03,2023,,,,,,2025-01-26
GCA_020233015.1,Csap_IMET_v1,Callinectes sapidus,6763,2021-10-04,2021,,,,,,2025-01-26
GCA_951812925.1,idCalSimi1.1,Calliopum simillimum,1824995,2023-07-14,2023,,,,,,2025-01-26
GCF_958450345.1,idCalVici1.1,Calliphora vicina,7373,2023-07-18,2023,,,,,,2025-01-26
GCA_942486065.2,idCalVomi1.2,Calliphora vomitoria,27454,2022-10-08,2022,,,,,,2025-01-26
GCA_964377925.1,xbCalChio1.1,Callista chione,78549,2024-12-01,2024,,,,,,2025-01-26
GCA_022606455.1,ASM2260645v1,Callitettix versicolor,533009,2022-03-18,2022,,,,,,2025-01-26
GCF_011100555.1,mCalJa1.2.pat.X,Callithrix jacchus,9483,2021-04-28,2021,,,,,,2025-01-26
GCA_964204845.1,jaCalGrac1.1,Callogorgia gracilis,1309697,2024-07-27,2024,,,,,,2025-01-26
GCA_964396815.1,ilCalJuve1.hap1.1,Callopistria juventina,1341252,2024-12-04,2024,,,,,,2025-01-26
GCA_040182625.1,Cmac_2024,Callosobruchus maculatus,64391,2024-06-14,2024,,,,,,2025-01-26
GCA_965112345.1,odCalManu1.1,Callyspongia manus,3133881,2025-01-22,2025,,,,,,2025-01-26
GCF_036013445.1,bCalNic1.hap1,Caloenas nicobarica,187106,2024-01-26,2024,,,,,,2025-01-26
GCA_964196065.2,bCalBor7.hap2.2,Calonectris borealis,1323832,2024-07-23,2024,,,,,,2025-01-26
GCA_964276575.1,ilCalLunu1.hap1.1,Calophasia lunula,214073,2024-10-28,2024,,,,,,2025-01-26
GCA_964059645.1,icCalQuat4.1,Calvia quattuordecimguttata,419956,2024-06-06,2024,,,,,,2025-01-26
GCF_003957555.1,bCalAnn1_v1.p,Calypte anna,9244,2019-05-16,2019,,,,,,2025-01-26
GCF_901933205.1,STF_HiC,Camarhynchus parvulus,87175,2019-09-06,2019,,,,,,2025-01-26
GCF_036321535.1,mCamDro1.pat,Camelus dromedarius,9838,2024-01-31,2024,,,,,,2025-01-26
GCF_009834535.1,BCGSAC_Cfer_1.0,Camelus ferus,419612,2020-01-08,2020,,,,,,2025-01-26
GCA_912999815.1,ilCamMarg1.1,Campaea margaritaria,934813,2021-08-18,2021,,,,,,2025-01-26
GCA_964058745.1,idCamProd1.hap1.1,Campiglossa producta,2691756,2024-06-05,2024,,,,,,2025-01-26
GCA_948107755.1,iyCamRapt1.1,Campoletis raptor,2922060,2023-01-12,2023,,,,,,2025-01-26
GCA_958496255.1,ilCamBiln1.1,Camptogramma bilineatum,934908,2023-07-18,2023,,,,,,2025-01-26
GCA_041682235.1,GMGI_Cborealis_1.0,Cancer borealis,39395,2024-09-03,2024,,,,,,2025-01-26
GCA_963930725.1,jhCanCock6.1,Candelabrum cocksii,264050,2024-01-31,2024,,,,,,2025-01-26
GCF_035149785.1,rCanAsp1.hap2,Candoia aspera,51853,2024-01-18,2024,,,,,,2025-01-26
GCA_034620425.1,Cla-1,Canis latrans,9614,2023-12-27,2023,,,,,,2025-01-26
GCA_034620435.1,Clu-1,Canis lupus,9612,2023-12-27,2023,,,,,,2025-01-26
GCF_003254725.2,ASM325472v2,Canis lupus dingo,286419,2020-09-11,2020,,,,,,2025-01-26
GCF_011100685.1,UU_Cfam_GSD_1.0,Canis lupus familiaris,9615,2020-03-10,2020,,,,,,2025-01-26
GCA_949152465.1,icCanFlav1.1,Cantharis flavilabris,877752,2023-03-10,2023,,,,,,2025-01-26
GCA_963170105.1,icCanLate1.1,Cantharis lateralis,877886,2023-08-18,2023,,,,,,2025-01-26
GCA_958510845.1,icCanNigr2.1,Cantharis nigra,1553174,2023-07-18,2023,,,,,,2025-01-26
GCA_947369205.1,icCanRufa1.1,Cantharis rufa,350087,2022-12-04,2022,,,,,,2025-01-26
GCA_911387805.1,icCanRust1.1,Cantharis rustica,195172,2021-07-21,2021,,,,,,2025-01-26
GCA_030062745.1,ASM3006274v1,Capitulum mitella,41070,2023-05-22,2023,,,,,,2025-01-26
GCA_000978405.1,CapAeg_1.0,Capra aegagrus,9923,2015-04-24,2015,,,,,,2025-01-26
GCF_001704415.2,ARS1.2,Capra hircus,9925,2016-08-24,2016,,,,,,2025-01-26
GCF_032405125.1,serow.2,Capricornis sumatraensis,34865,2024-03-13,2024,,,,,,2025-01-26
GCA_907165065.1,bCapEur3.1,Caprimulgus europaeus,111811,2021-05-17,2021,,,,,,2025-01-26
GCA_964291765.1,icCarBano7.1,Carabus banonii,3023605,2024-10-28,2024,,,,,,2025-01-26
GCA_963422195.1,icCarProb1.1,Carabus problematicus,49291,2023-09-11,2023,,,,,,2025-01-26
GCA_932526535.1,ilCarClav1.1,Caradrina clavipalpis,987895,2022-03-23,2022,,,,,,2025-01-26
GCA_947462355.1,ilCarKade1.1,Caradrina kadenii,987896,2022-12-06,2022,,,,,,2025-01-26
GCF_003368295.1,ASM336829v1,Carassius auratus,7957,2018-08-09,2018,,,,,,2025-01-26
GCF_963082965.1,fCarCar2.1,Carassius carassius,217509,2023-08-09,2023,,,,,,2025-01-26
GCF_023724105.1,carGib1.2-hapl.c,Carassius gibelio,101364,2022-06-16,2022,,,,,,2025-01-26
GCF_017639515.1,sCarCar2.pri,Carcharodon carcharias,13397,2021-03-30,2021,,,,,,2025-01-26
GCA_964261735.1,ilCarAlce1.hap1.1,Carcharodus alceae,509358,2024-09-10,2024,,,,,,2025-01-26
GCA_910589575.2,ilCarQuer1.2,Carcina quercana,116121,2022-04-28,2022,,,,,,2025-01-26
GCA_011833715.1,IMCB_Crot_1.0,Carcinoscorpius rotundicauda,6848,2020-04-01,2020,,,,,,2025-01-26
GCF_019399895.1,Cobs3.1,Cardiocondyla obscurior,286306,2024-06-18,2024,,,,,,2025-01-26
GCF_023653815.2,GSC_CCare_1.0,Caretta caretta,8467,2022-06-07,2022,,,,,,2025-01-26
GCA_033958435.1,ASM3395843v1,Carettochelys insculpta,44489,2023-11-27,2023,,,,,,2025-01-26
GCA_009819825.1,bCarCri1.pri,Cariama cristata,54380,2019-12-31,2019,,,,,,2025-01-26
GCA_951230895.1,ilCarFugi1.1,Carpatolechia fugitivella,687316,2023-05-11,2023,,,,,,2025-01-26
GCA_964026615.1,CMAT,Carpetania matritensis,2837877,2024-04-25,2024,,,,,,2025-01-26
GCA_014607495.2,ASM1460749v2,Carposina sasakii,252295,2020-09-16,2020,,,,,,2025-01-26
GCA_964340635.1,ilCarSoro1.hap1.1,Carsia sororiata,685404,2024-11-18,2024,,,,,,2025-01-26
GCA_944567765.1,ilCarPala2.1,Carterocephalus palaemon,218720,2022-07-13,2022,,,,,,2025-01-26
GCA_964340745.1,ilCarSilv1.hap1.1,Carterocephalus silvicola,218722,2024-11-18,2024,,,,,,2025-01-26
GCA_963920755.1,icCarBifa1.1,Cartodere bifasciata,1587142,2023-12-25,2023,,,,,,2025-01-26
GCA_964304725.1,jsCasOrna3.hap1.1,Cassiopea ornata,880217,2024-11-07,2024,,,,,,2025-01-26
GCA_964204825.1,jsCasSpea1.1,Cassiopea sp. PORT0000214,3146530,2024-07-27,2024,,,,,,2025-01-26
GCA_964235115.1,jsCasXama1.1,Cassiopea xamachana,12993,2024-08-31,2024,,,,,,2025-01-26
GCA_963931975.1,ilCatLemn2.1,Cataclysta lemnata,1594245,2024-02-08,2024,,,,,,2025-01-26
GCF_021464435.1,ULB_Chis1_1.0,Cataglyphis hispanica,1086592,2022-01-19,2022,,,,,,2025-01-26
GCA_022496165.2,CUHK_Cjar_2.0,Catalaphyllia jardinei,46748,2022-06-07,2022,,,,,,2025-01-26
GCA_964341365.1,ilCatCucu1.hap1.1,Catarhoe cuculata,934923,2024-11-27,2024,,,,,,2025-01-26
GCF_009819885.2,bCatUst1.pri.v2,Catharus ustulatus,91951,2020-12-22,2020,,,,,,2025-01-26
GCA_930367265.1,ilCatFrax1.1,Catocala fraxini,423510,2022-02-13,2022,,,,,,2025-01-26
GCA_963675205.1,ilCatNupt1.1,Catocala nupta,423320,2023-12-09,2023,,,,,,2025-01-26
GCA_963564715.1,ilCatSpon1.1,Catocala sponsa,753163,2023-10-24,2023,,,,,,2025-01-26
GCA_963556745.1,ilCatPine1.1,Catoptria pinella,1100938,2023-10-23,2023,,,,,,2025-01-26
GCA_964019065.1,jsCatMosa1.1,Catostylus mosaicus,237413,2024-03-24,2024,,,,,,2025-01-26
GCA_041682505.1,ASM4168250v1,Cavernularia obesa,1226274,2024-09-03,2024,,,,,,2025-01-26
GCA_905187575.2,ilCelArgi3.2,Celastrina argiolus,203782,2023-07-20,2023,,,,,,2025-01-26
GCA_964237635.1,ilCelLacu3.1,Celypha lacunana,1594247,2024-08-31,2024,,,,,,2025-01-26
GCA_951800055.1,ilEucCana1.1,Cenopis cana,2566676,2023-05-27,2023,,,,,,2025-01-26
GCF_030273125.1,C.striata_1.0,Centropristis striata,184440,2023-06-20,2023,,,,,,2025-01-26
GCA_963921405.1,xgCepHort1.1,Cepaea hortensis,97200,2024-01-10,2024,,,,,,2025-01-26
GCA_964166675.1,xgCepNemo3.hap2.1,Cepaea nemoralis,28835,2024-06-06,2024,,,,,,2025-01-26
GCA_043388385.1,ASM4338838v1,Cephalopholis sonnerati,160708,2024-10-21,2024,,,,,,2025-01-26
GCA_963971525.1,iyCepSpin2.1,Cephus spinipes,1001278,2024-03-07,2024,,,,,,2025-01-26
GCA_963576895.1,iiCerDiss1.1,Ceraclea dissimilis,446427,2023-11-04,2023,,,,,,2025-01-26
GCA_963859965.1,ilCerPisi1.1,Ceramica pisi,988087,2023-12-17,2023,,,,,,2025-01-26
GCA_046524025.1,ASM4652402v1,Cerastes gasperettii,110202,2025-01-06,2025,,,,,,2025-01-26
GCA_963082945.1,ilCerLeuc1.1,Cerastis leucographa,997530,2023-08-09,2023,,,,,,2025-01-26
GCA_949152445.1,ilCerRubr1.1,Cerastis rubricosa,988089,2023-03-10,2023,,,,,,2025-01-26
GCA_947846245.1,V1.2,Cerastoderma edule,55710,2023-01-05,2023,,,,,,2025-01-26
GCA_964341395.1,xbCerGlau2.hap1.1,Cerastoderma glaucum,94722,2024-11-27,2024,,,,,,2025-01-26
GCA_964340445.1,ilCerTuti1.hap1.1,Ceratinia tutia,344624,2024-11-17,2024,,,,,,2025-01-26
GCA_046718835.1,ASM4671883v1,Ceratophysella communis,1519100,2025-01-17,2025,,,,,,2025-01-26
GCA_021442165.1,CerSimCot1.0,Ceratotherium simum cottoni,310713,2022-01-12,2022,,,,,,2025-01-26
GCA_023653735.1,ASM2365373v1,Ceratotherium simum simum,73337,2022-06-29,2022,,,,,,2025-01-26
GCA_963969495.1,qmCerStei3.1,Ceratothoa steindachneri,2922061,2024-02-27,2024,,,,,,2025-01-26
GCA_963989415.1,iyCerRufi2.1,Cerceris ruficornis,2494881,2024-03-14,2024,,,,,,2025-01-26
GCA_910591515.1,iyCerRyby1.1,Cerceris rybyensis,1167272,2021-07-07,2021,,,,,,2025-01-26
GCA_028627265.1,Cercopithecus_mitis_HiC,Cercopithecus mitis,36225,2023-02-16,2023,,,,,,2025-01-26
GCA_964270755.1,ilCerLyca1.hap1.1,Cercyonis lycaon,3038947,2024-09-29,2024,,,,,,2025-01-26
GCA_963169105.1,ioCerTene1.1,Ceriagrion tenellum,638464,2023-08-19,2023,,,,,,2025-01-26
GCA_018697195.1,ASM1869719v1,Certhia americana,186443,2021-06-03,2021,,,,,,2025-01-26
GCA_964276795.1,ilCerVinu1.hap1.1,Cerura vinula,987900,2024-10-28,2024,,,,,,2025-01-26
GCA_046563475.1,NWIPB_Pralbi_1.0,Cervus albirostris,1088058,2025-01-08,2025,,,,,,2025-01-26
GCF_019320065.1,ASM1932006v1,Cervus canadensis,1574408,2021-07-26,2021,,,,,,2025-01-26
GCF_910594005.1,mCerEla1.1,Cervus elaphus,9860,2021-07-07,2021,,,,,,2025-01-26
GCA_002197005.1,CerEla1.0,Cervus elaphus hippelaphus,46360,2017-06-19,2017,,,,,,2025-01-26
GCA_010411085.1,CEY_v1,Cervus hanglu yarkandensis,84702,2020-02-12,2020,,,,,,2025-01-26
GCA_040085125.1,ASM4008512v1,Cervus nippon,9863,2024-06-07,2024,,,,,,2025-01-26
GCA_949128085.1,icCetAura1.1,Cetonia aurata,290679,2023-04-08,2023,,,,,,2025-01-26
GCA_964194155.1,sCetMax3.hap1.1,Cetorhinus maximus,57982,2024-06-28,2024,,,,,,2025-01-26
GCA_917834065.1,PGI_CEUTPL_v4,Ceutorhynchus assimilis,467358,2022-07-12,2022,,,,,,2025-01-26
GCA_023974075.1,KU_Ca_2.0,Chaenocephalus aceratus,36190,2022-06-29,2022,,,,,,2025-01-26
GCA_034401795.1,ASM3440179v1,Chaetoderma sp. LZ-2023a,3077178,2023-12-20,2023,,,,,,2025-01-26
GCF_039877785.1,fChaTrf1.hap1,Chaetodon trifascialis,109706,2024-05-29,2024,,,,,,2025-01-26
GCA_032441825.1,ASM3244182v1,Chaetogeoica ovagalla,2939601,2023-10-11,2023,,,,,,2025-01-26
GCA_964291345.1,qqChaLymb1.1,Chaetopelma lymberakisi,3034272,2024-10-28,2024,,,,,,2025-01-26
GCA_949987625.1,iyChaSisp2.1,Chalcis sispes,1118640,2023-05-03,2023,,,,,,2025-01-26
GCA_949716465.1,idChaNemo1.1,Chalcosyrphus nemorum,226170,2023-04-08,2023,,,,,,2025-01-26
GCA_043643385.1,ASM4364338v1,Chamaeleo calyptratus,179908,2024-10-24,2024,,,,,,2025-01-26
GCA_036324585.1,JC_Ceso_ftc_fv8,Champsocephalus esox,159716,2024-02-01,2024,,,,,,2025-01-26
GCA_036324595.1,JC_Cgun_ftc_fv8,Champsocephalus gunnari,52237,2024-02-01,2024,,,,,,2025-01-26
GCF_033026475.1,Channa argus male v1.0,Channa argus,215402,2023-10-25,2023,,,,,,2025-01-26
GCA_040939885.1,ASM4093988v1,Channa asiatica,188929,2024-07-29,2024,,,,,,2025-01-26
GCA_020496755.1,ASM2049675v1,Channa maculata,188791,2021-10-14,2021,,,,,,2025-01-26
GCA_033026295.1,C.striata _1.0,Channa striata,64152,2023-10-25,2023,,,,,,2025-01-26
GCA_030522415.1,ASM3052241v1,Channallabes apus,103215,2023-07-26,2023,,,,,,2025-01-26
GCF_024489055.1,ASM2448905v1,Chanodichthys erythropterus,933992,2022-07-29,2022,,,,,,2025-01-26
GCF_902362185.1,fChaCha1.1,Chanos chanos,29144,2019-08-14,2019,,,,,,2025-01-26
GCA_947361185.1,ilChaFerr1.1,Charanyca ferruginea,987475,2022-12-04,2022,,,,,,2025-01-26
GCA_037577475.1,ASM3757747v1,Chaunax sp. Z400,3119788,2024-03-27,2024,,,,,,2025-01-26
GCF_018320785.1,ASM1832078v1,Cheilinus undulatus,241271,2021-05-12,2021,,,,,,2025-01-26
GCA_963082955.1,idCheGros1.1,Cheilosia grossa,273442,2023-08-09,2023,,,,,,2025-01-26
GCA_948293265.1,idCheImpr3.1,Cheilosia impressa,273439,2023-01-24,2023,,,,,,2025-01-26
GCA_936431705.1,idChePaga1.1,Cheilosia pagana,273407,2022-05-03,2022,,,,,,2025-01-26
GCA_955612985.1,idCheScut6.1,Cheilosia scutellata,273429,2023-07-14,2023,,,,,,2025-01-26
GCA_949372485.1,idCheSoro4.1,Cheilosia soror,368781,2023-03-10,2023,,,,,,2025-01-26
GCA_946477585.1,idCheUrba1.1,Cheilosia urbana,173985,2022-09-13,2022,,,,,,2025-01-26
GCA_951230905.1,idCheVari2.1,Cheilosia variabilis,273447,2023-05-11,2023,,,,,,2025-01-26
GCA_949126925.1,idCheVern2.1,Cheilosia vernalis,423616,2023-04-08,2023,,,,,,2025-01-26
GCA_916610125.1,idCheVulp2.1,Cheilosia vulpina,273409,2021-10-01,2021,,,,,,2025-01-26
GCA_029853015.1,ASM2985301v1,Chelidonichthys spinosus,450224,2023-04-21,2023,,,,,,2025-01-26
GCF_017976325.1,fCheRos1.pri,Chelmon rostratus,109905,2021-04-15,2021,,,,,,2025-01-26
GCA_963514085.1,fCheLab1.1,Chelon labrosus,48171,2023-09-29,2023,,,,,,2025-01-26
GCF_015237465.2,rCheMyd1.pri.v2,Chelonia mydas,8469,2021-07-15,2021,,,,,,2025-01-26
GCA_028641665.1,GZ_Cfor_V1,Chelonus formosanus,2739011,2023-02-22,2023,,,,,,2025-01-26
GCF_038502225.1,ASM3850222v1,Cherax quadricarinatus,27406,2024-04-29,2024,,,,,,2025-01-26
GCA_947359385.1,ilCheLega1.1,Chesias legatella,934925,2022-12-03,2022,,,,,,2025-01-26
GCA_024721215.1,NJAU_Cchar-v1,Cheumatopsyche charites,1875285,2022-08-22,2022,,,,,,2025-01-26
GCA_964234795.1,ilChiClat1.hap1.1,Chiasmia clathrata,722671,2024-08-31,2024,,,,,,2025-01-26
GCA_902850365.2,PGI_CHILSU_V6,Chilo suppressalis,168631,2022-09-09,2022,,,,,,2025-01-26
GCF_004010195.1,ASM401019v1,Chiloscyllium plagiosum,36176,2019-01-10,2019,,,,,,2025-01-26
GCF_950005125.1,mChiNiv1.1,Chionomys nivalis,269649,2023-05-01,2023,,,,,,2025-01-26
GCA_917627325.4,PGI_CHIRRI_v4,Chironomus riparius,315576,2022-10-18,2022,,,,,,2025-01-26
GCA_026123125.1,ASM2612312v1,Chironomus striatipennis,1768614,2022-11-11,2022,,,,,,2025-01-26
GCA_963573255.1,idChiTent1.1,Chironomus tentans,7153,2023-10-29,2023,,,,,,2025-01-26
GCF_009829145.1,bChiLan1.pri,Chiroxiphia lanceolata,296741,2020-01-03,2020,,,,,,2025-01-26
GCA_964264625.4,xpChiOliv1.4,Chiton olivaceus,256108,2024-11-09,2024,,,,,,2025-01-26
GCA_036417535.1,bChlMac1.mat,Chlamydotis macqueenii,187382,2024-02-07,2024,,,,,,2025-01-26
GCF_000409795.2,Chlorocebus_sabeus 1.1,Chlorocebus sabaeus,60711,2014-03-25,2014,,,,,,2025-01-26
GCA_932294275.1,ilChlSite2.1,Chloroclysta siterata,934828,2022-03-11,2022,,,,,,2025-01-26
GCA_963691955.1,ilChlVata1.1,Chloroclystis v-ata,190337,2023-12-06,2023,,,,,,2025-01-26
GCA_964017055.1,idChlForm1.1,Chloromyia formosa,343672,2024-03-22,2024,,,,,,2025-01-26
GCA_020466095.1,Cory_1.0,Chlorops oryzae,1046848,2021-10-15,2021,,,,,,2025-01-26
GCF_015220235.1,mChoDid1.pri,Choloepus didactylus,27675,2020-11-03,2020,,,,,,2025-01-26
GCA_965112545.1,odChoAust1.1,Chondrilla australiensis,220711,2025-01-17,2025,,,,,,2025-01-26
GCA_964020155.1,odChoCari5.1,Chondrilla caribensis,1336846,2024-03-30,2024,,,,,,2025-01-26
GCA_947172415.1,odChoReni1.1,Chondrosia reniformis,68574,2022-10-27,2022,,,,,,2025-01-26
GCA_949316135.1,ilChoNemo1.1,Choreutis nemorana,1209621,2023-03-24,2023,,,,,,2025-01-26
GCA_963669355.1,idChoTibi2.1,Chorisops tibialis,2823186,2023-12-06,2023,,,,,,2025-01-26
GCA_025370935.1,NRCan_CFum_1,Choristoneura fumiferana,7141,2022-09-23,2022,,,,,,2025-01-26
GCF_963924245.1,bChrRid1.1,Chroicocephalus ridibundus,1192867,2024-01-20,2024,,,,,,2025-01-26
GCA_040805835.1,ASM4080583v1,Chromidotilapia guntheri,762751,2024-07-22,2024,,,,,,2025-01-26
GCA_036326025.1,ASM3632602v1,Chrosomus eos,42663,2024-02-05,2024,,,,,,2025-01-26
GCF_011386835.1,ASM1138683v2,Chrysemys picta bellii,8478,2023-09-08,2023,,,,,,2025-01-26
GCA_038088585.1,Cglo_1.0,Chrysina gloriosa,3098083,2024-04-17,2024,,,,,,2025-01-26
GCA_028533335.1,Chrysocyon_brachyurus_HiC,Chrysocyon brachyurus,68728,2023-02-09,2023,,,,,,2025-01-26
GCA_941860345.1,PGI_CINC_vHiFi1,Chrysodeixis includens,689277,2022-06-24,2022,,,,,,2025-01-26
GCA_958502065.1,icChrAmer1.1,Chrysolina americana,75506,2023-07-18,2023,,,,,,2025-01-26
GCA_964197785.1,icChrGram1.hap1.1,Chrysolina graminis,111401,2024-07-06,2024,,,,,,2025-01-26
GCA_958298965.1,icChrHaem1.1,Chrysolina haemoptera,75519,2023-07-06,2023,,,,,,2025-01-26
GCA_944452925.2,icChrOric1.2,Chrysolina oricalcia,1587174,2022-09-24,2022,,,,,,2025-01-26
GCA_037305975.1,CPswu_hap2,Chrysolophus pictus,9089,2024-03-20,2024,,,,,,2025-01-26
GCA_012295275.1,Csq_v1.1.fa,Chrysomallon squamiferum,216257,2020-04-15,2020,,,,,,2025-01-26
GCA_027562985.1,Caen_1.0,Chrysomela aeneicollis,153825,2023-01-04,2023,,,,,,2025-01-26
GCA_020423425.1,ASM2042342v1,Chrysopa pallens,417485,2021-10-13,2021,,,,,,2025-01-26
GCF_905475395.1,inChrCarn1.1,Chrysoperla carnea,189513,2021-04-15,2021,,,,,,2025-01-26
GCA_964034945.1,idChrAsil3.1,Chrysopilus asiliformis,1822507,2024-04-27,2024,,,,,,2025-01-26
GCA_963971475.1,idChrCaec1.1,Chrysops caecutiens,1547359,2024-03-07,2024,,,,,,2025-01-26
GCA_964274935.1,idChrVidu2.1,Chrysops viduatus,798133,2024-11-08,2024,,,,,,2025-01-26
GCA_910589605.1,ilChrCulm1.1,Chrysoteuchia culmella,1594250,2021-07-07,2021,,,,,,2025-01-26
GCA_911387755.1,idChrBici1.1,Chrysotoxum bicinctum,323313,2021-07-21,2021,,,,,,2025-01-26
GCA_963931855.1,idChrFest1.1,Chrysotoxum festivum,323314,2024-02-06,2024,,,,,,2025-01-26
GCA_030141595.1,ASM3014159v1,Chydorus sphaericus,77745,2023-06-05,2023,,,,,,2025-01-26
GCA_949987675.1,idChyFusc2.1,Chymomyza fuscimana,1692350,2023-05-03,2023,,,,,,2025-01-26
GCA_964205205.1,ihCicViri2.1,Cicadella viridis,36150,2024-07-29,2024,,,,,,2025-01-26
GCA_034638445.1,ASM3463844v1,Ciconia boyciana,52775,2023-12-27,2023,,,,,,2025-01-26
GCA_017639555.1,bCicMag1.pri,Ciconia maguari,52777,2021-03-30,2021,,,,,,2025-01-26
GCA_964340525.1,ilCidFulv1.hap1.1,Cidaria fulvata,934927,2024-11-18,2024,,,,,,2025-01-26
GCA_039619505.1,CUHK_Chem_1,Cimex hemipterus,757355,2024-05-13,2024,,,,,,2025-01-26
GCF_963662255.1,bCinCin1.1,Cinclus cinclus,127875,2023-12-11,2023,,,,,,2025-01-26
GCF_000224145.3,KH,Ciona intestinalis,7719,2013-09-17,2013,,,,,,2025-01-26
GCA_033026305.1,C_molitorella v1.0,Cirrhinus molitorella,172907,2023-10-25,2023,,,,,,2025-01-26
GCA_036247105.2,ASM3624710v2,Cirrhinus mrigala,683832,2024-06-24,2024,,,,,,2025-01-26
GCA_937654795.1,idCisGlob1.1,Cistogaster globosa,1918221,2022-05-03,2022,,,,,,2025-01-26
GCA_963989345.1,bClaHye2.1,Clangula hyemalis,197941,2024-03-14,2024,,,,,,2025-01-26
GCA_036417725.1,ASM3641772v1,Clanis bilineata,215161,2024-02-06,2024,,,,,,2025-01-26
GCA_041682065.1,ASM4168206v1,Clarias dussumieri,685904,2024-09-03,2024,,,,,,2025-01-26
GCA_046453815.1,ASM4645381v1,Clarias fuscus,33541,2025-01-02,2025,,,,,,2025-01-26
GCF_024256425.1,CGAR_prim_01v2,Clarias gariepinus,13013,2022-07-13,2022,,,,,,2025-01-26
GCA_965112175.1,xbClaCost1.hap1.1,Clathrolucina costata,1899378,2025-01-23,2025,,,,,,2025-01-26
GCA_947623445.1,kaClaLepa1.1,Clavelina lepadiformis,159417,2022-12-19,2022,,,,,,2025-01-26
GCA_963691665.1,ilCleDumi1.1,Clepsis dumicolana,2561093,2023-12-11,2023,,,,,,2025-01-26
GCA_965111835.1,ilCleRuri1.hap1.1,Clepsis rurinana,1144648,2025-01-18,2025,,,,,,2025-01-26
GCA_963930775.1,odCliOrie1.1,Cliona orientalis,281731,2024-01-31,2024,,,,,,2025-01-26
GCA_947507545.1,iyCliInci1.1,Clistopyga incitator,494138,2022-12-06,2022,,,,,,2025-01-26
GCA_040182645.1,ASM4018264v1,Clitarchus hookeri,325643,2024-06-14,2024,,,,,,2025-01-26
GCA_963966155.1,icCliFoss2.1,Clivina fossor,795047,2024-02-12,2024,,,,,,2025-01-26
GCF_949628265.1,ieCloDipt1.1,Cloeon dipterum,197152,2023-03-17,2023,,,,,,2025-01-26
GCA_003604175.2,CSKR.v2,Clonorchis sinensis,79923,2021-04-12,2021,,,,,,2025-01-26
GCA_905475355.2,ilCloCurt1.2,Clostera curtula,987902,2022-02-02,2022,,,,,,2025-01-26
GCF_900700415.2,Ch_v2.0.2,Clupea harengus,7950,2019-04-16,2019,,,,,,2025-01-26
GCA_920105625.2,idCluTigr1.2,Clusia tigrina,576317,2022-10-25,2022,,,,,,2025-01-26
GCA_014851415.1,ASM1485141v1,Cnaphalocrocis medinalis,437488,2020-10-07,2020,,,,,,2025-01-26
GCA_951640355.1,mEptNil1.1,Cnephaeus nilssonii,3371016,2023-05-18,2023,,,,,,2025-01-26
GCA_964276465.1,ilCneStep1.hap1.1,Cnephasia stephensiana,1116892,2024-10-28,2024,,,,,,2025-01-26
GCF_907165205.1,icCocSept1.1,Coccinella septempunctata,41139,2021-05-17,2021,,,,,,2025-01-26
GCA_964257065.1,ihCocHesp2.1,Coccus hesperidum,538890,2024-08-30,2024,,,,,,2025-01-26
GCA_947623535.1,iyCoeConi1.1,Coelioxys conoideus,2922063,2022-12-19,2022,,,,,,2025-01-26
GCA_017309665.1,UL_Cfrigida_v1.1,Coelopa frigida,169498,2021-03-09,2021,,,,,,2025-01-26
GCA_947389925.1,idCoePili4.1,Coelopa pilipes,169500,2022-12-04,2022,,,,,,2025-01-26
GCA_028534165.1,Coendou_prehensilis_HiC,Coendou prehensilis,187985,2023-02-09,2023,,,,,,2025-01-26
GCA_032717465.2,ASM3271746v2,Coenobita brevimanus,1547439,2024-11-04,2024,,,,,,2025-01-26
GCA_036785405.1,UGA_Carc_1.0,Coenonympha arcania,111894,2024-02-23,2024,,,,,,2025-01-26
GCA_964270855.1,ilCoeDarw1.hap1.1,Coenonympha darwiniana,2505772,2024-09-29,2024,,,,,,2025-01-26
GCA_964275305.1,ilCoeDoru1.hap1.1,Coenonympha dorus,111896,2024-10-28,2024,,,,,,2025-01-26
GCA_964258855.1,ilCoeGard1.hap1.1,Coenonympha gardetta,554481,2024-09-01,2024,,,,,,2025-01-26
GCA_963855885.1,ilCoeGlyc1.1,Coenonympha glycerion,242261,2023-12-15,2023,,,,,,2025-01-26
GCA_964304575.1,ilCoeOedi1.1,Coenonympha oedippus,554486,2024-11-06,2024,,,,,,2025-01-26
GCA_042479465.1,ASM4247946v1,Coilia grayii,363190,2024-10-03,2024,,,,,,2025-01-26
GCA_027475355.1,ASM2747535v1,Coilia nasus,365059,2022-12-28,2022,,,,,,2025-01-26
GCA_015227895.2,Caur_TTU_1.0,Colaptes auratus,51355,2021-12-06,2021,,,,,,2025-01-26
