assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_902713445.1,OLEA9,Olea europaea subsp. europaea,158383,2020-11-20,2020,,,,,,2025-01-27
GCA_010577795.1,ASM1057779v1,Isatis tinctoria,161756,2020-02-14,2020,,,,,,2025-01-27
GCA_012931725.1,ASM1293172v1,Litsea cubeba,155299,2020-04-29,2020,,,,,,2025-01-27
GCA_007115665.2,SEGI.2.0,Sequoiadendron giganteum,99814,2020-02-07,2020,,,,,,2025-01-27
GCA_014851425.1,ASM1485142v1,Senna tora,362788,2020-10-07,2020,,,,,,2025-01-27
GCA_010458925.1,ASM1045892v1,Hevea brasiliensis,3981,2020-02-12,2020,,,,,,2025-01-27
GCA_013618965.1,ASM1361896v1,Manihot esculenta,3983,2020-08-06,2020,,,,,,2025-01-27
GCA_001952365.3,OsN22RS2,Oryza sativa aus subgroup,1736659,2020-01-06,2020,,,,,,2025-01-27
GCA_015143295.1,ASM1514329v1,Tetracentron sinense,13715,2020-11-02,2020,,,,,,2025-01-27
GCF_011075055.1,CATAS_Mindica_2.1,Mangifera indica,29780,2020-03-10,2020,,,,,,2025-01-27
GCA_013467465.1,ASM1346746v1,Gossypium trilobum,34281,2020-09-03,2020,,,,,,2025-01-27
GCA_902729315.2,Spirodela_intermedia_8410_2,Spirodela intermedia,51605,2020-11-02,2020,,,,,,2025-01-27
GCA_016097705.1,UMC_Scan_2.0,Syntrichia caninervis,200751,2020-12-17,2020,,,,,,2025-01-27
GCF_002127325.2,HanXRQr2.0-SUNRISE,Helianthus annuus,4232,2020-07-15,2020,,,,,,2025-01-27
GCA_013677275.1,ASM1367727v1,Gossypium schwendimanii,34291,2020-09-03,2020,,,,,,2025-01-27
GCF_000817695.3,aradu.V14167.gnm2.J7QH,Arachis duranensis,130453,2020-09-21,2020,,,,,,2025-01-27
GCA_015484525.1,UDSC_Var_1.1,Brassica juncea,3707,2020-11-16,2020,,,,,,2025-01-27
GCA_014905635.1,UMN_S.PABB004_v1,Scenedesmus sp. PABB004,2742167,2020-10-28,2020,,,,,,2025-01-27
GCA_020921065.1,USDA_Vadar_1.0_pri,Vaccinium darrowii,229202,2021-11-22,2021,,,,,,2025-01-27
GCA_019706035.1,IVFCAAS_Rs09_1.0,Raphanus raphanistrum subsp. raphanistrum,109997,2021-08-25,2021,,,,,,2025-01-27
GCA_016920895.1,VacMyr_v1.0,Vaccinium myrtillus,180763,2021-02-23,2021,,,,,,2025-01-27
GCA_019914945.1,TyphaL0001,Typha latifolia,4733,2021-09-09,2021,,,,,,2025-01-27
GCA_019925255.1,SCAU_Lch_v2.0,Litchi chinensis,151069,2021-09-14,2021,,,,,,2025-01-27
GCA_017311315.1,mabamboo_1.0,Dendrocalamus latiflorus,257763,2021-03-10,2021,,,,,,2025-01-27
GCA_000182155.4,ObarRS3,Oryza barthii,65489,2021-03-10,2021,,,,,,2025-01-27
GCA_019514585.1,ASM1951458v1,Dendrobium officinale,142615,2021-08-10,2021,,,,,,2025-01-27
GCA_020457875.1,ASM2045787v1,Dimocarpus longan,128017,2021-10-15,2021,,,,,,2025-01-27
GCA_020875875.1,Dalata_v2,Dioscorea alata,55571,2021-11-16,2021,,,,,,2025-01-27
GCA_016618105.1,ASM1661810v1,Dendrobium huoshanense,154293,2021-01-19,2021,,,,,,2025-01-27
GCA_019925795.1,ASM1992579v1,Dendrobium chrysotoxum,161865,2021-09-10,2021,,,,,,2025-01-27
GCA_016624345.1,ASM1662434v1,Platycodon grandiflorus,94286,2021-01-19,2021,,,,,,2025-01-27
GCA_019705995.1,IVFCAAS_Rs10_1.0,Raphanus raphanistrum x Raphanus sativus,1028570,2021-08-25,2021,,,,,,2025-01-27
GCA_019705895.1,IVFCAAS_Rs01_1.0,Raphanus sativus var. caudatus,459856,2021-08-25,2021,,,,,,2025-01-27
GCF_019175385.1,ASM1917538v2,Lycium barbarum,112863,2021-07-08,2021,,,,,,2025-01-27
GCA_020795835.1,ASM2079583v1,Malus sieversii,106567,2021-11-08,2021,,,,,,2025-01-27
GCA_020226225.1,ST_assembly,Prunus davidiana,151430,2021-10-05,2021,,,,,,2025-01-27
GCA_004379255.2,SspV2,Salvia splendens,180675,2021-05-20,2021,,,,,,2025-01-27
GCF_019320115.1,ASM1932011v1,Miscanthus floridulus,154761,2021-07-26,2021,,,,,,2025-01-27
GCA_017552425.1,ASM1755242v1,Salix suchowensis,1278906,2021-03-24,2021,,,,,,2025-01-27
GCA_018208015.1,ASM1820801v1,Medicago ruthenica,70973,2021-05-13,2021,,,,,,2025-01-27
GCA_018703695.1,JKI_Pf_1.0,Prunus fruticosa,151433,2021-06-03,2021,,,,,,2025-01-27
GCA_020226265.1,GHT_assembly,Prunus mira,151332,2021-10-05,2021,,,,,,2025-01-27
GCA_020631735.1,ASM2063173v1,Saccharum officinarum,4547,2021-10-27,2021,,,,,,2025-01-27
GCF_019359855.1,MPB_Lper_Kyuss_1697,Lolium perenne,4522,2021-07-28,2021,,,,,,2025-01-27
GCA_018691285.1,UNAM_Csor_1.0,Cucurbita argyrosperma subsp. sororia,37648,2021-06-03,2021,,,,,,2025-01-27
GCA_019022515.1,ASM1902251v1,Quercus aquifolioides,1495044,2021-06-24,2021,,,,,,2025-01-27
GCA_018350135.1,ASM1835013v1,Citrus trifoliata,37690,2021-05-13,2021,,,,,,2025-01-27
GCA_018901935.1,ASM1890193v1,Pugionium cornutum,557876,2021-06-16,2021,,,,,,2025-01-27
GCA_016432845.1,guava_v11.23,Psidium guajava,120290,2021-01-06,2021,,,,,,2025-01-27
GCA_020887355.1,COCOBI_1.0,Coccomyxa sp. Obi,2315456,2021-10-05,2021,,,,,,2025-01-27
GCA_004115005.2,UNAM_Carg_1.1,Cucurbita argyrosperma subsp. argyrosperma,1094858,2021-06-16,2021,,,,,,2025-01-27
GCA_013146195.2,Bonnet_bellflower_draft_genome_2.0,Codonopsis lanceolata,103999,2021-01-19,2021,,,,,,2025-01-27
GCA_017139565.1,ASM1713956v1,Luffa aegyptiaca,3670,2021-03-09,2021,,,,,,2025-01-27
GCA_018804465.1,PTv2,Populus tomentosa,118781,2021-06-09,2021,,,,,,2025-01-27
GCA_020102875.1,cc-01-1940_version_1.0,Saccharum hybrid cultivar,128810,2021-09-23,2021,,,,,,2025-01-27
GCA_018524995.1,ASM1852499v1,Prunus armeniaca,36596,2021-05-28,2021,,,,,,2025-01-27
GCA_019706005.1,IVFCAAS_Rs08_1.0,Raphanus raphanistrum subsp. landra,328428,2021-08-25,2021,,,,,,2025-01-27
GCA_020466025.1,ec_v3,Echinochloa crus-galli,90397,2021-10-15,2021,,,,,,2025-01-27
GCA_016545825.1,ASM1654582v1,Eucalyptus grandis,71139,2021-01-06,2021,,,,,,2025-01-27
GCA_019705865.1,IVFCAAS_Rs02_1.0,Raphanus sativus var. oleiformis,463157,2021-08-25,2021,,,,,,2025-01-27
GCA_019395295.1,O.fragrans.LYG.hic.fasta,Osmanthus fragrans,93977,2021-07-30,2021,,,,,,2025-01-27
GCA_020916435.1,ASM2091643v1,Oxytropis ochrocephala,483875,2021-11-22,2021,,,,,,2025-01-27
GCA_020205605.1,ASM2020560v1,Panax ginseng,4054,2021-10-04,2021,,,,,,2025-01-27
GCA_020205505.1,ASM2020550v1,Panax japonicus,44685,2021-10-04,2021,,,,,,2025-01-27
GCA_019186545.1,ASM1918654v1,Solanum stenotomum,172797,2021-07-09,2021,,,,,,2025-01-27
GCA_020205615.1,ASM2020561v1,Panax quinquefolius,44588,2021-10-04,2021,,,,,,2025-01-27
GCA_020205555.1,ASM2020555v1,Panax stipuleanatus,44682,2021-10-04,2021,,,,,,2025-01-27
GCF_016808335.1,P.virgatum_v5,Panicum virgatum,38727,2021-02-10,2021,,,,,,2025-01-27
GCA_018257905.1,V1,Gillenia trifoliata,141003,2021-05-04,2021,,,,,,2025-01-27
GCA_016760335.1,NIFOS_GasEla_1.0,Gastrodia elata,91201,2021-01-28,2021,,,,,,2025-01-27
GCA_907165085.1,OUH206_pseudomolecules_assembly,Hordeum vulgare subsp. spontaneum,77009,2021-07-07,2021,,,,,,2025-01-27
GCA_019097785.1,FRAX_001_PL,Fraxinus excelsior,38873,2021-07-06,2021,,,,,,2025-01-27
GCA_020496765.1,ZSTU_Gsto,Gossypium stocksii,47602,2021-10-14,2021,,,,,,2025-01-27
GCA_020080225.1,ASM2008022v1,Gynochthodes officinalis,266091,2021-09-24,2021,,,,,,2025-01-27
GCA_020536105.1,JGL_1.0,Gynostemma pentaphyllum,182084,2021-10-20,2021,,,,,,2025-01-27
GCA_018873765.1,Tspe_v1,Telopea speciosissima,54955,2021-06-14,2021,,,,,,2025-01-27
GCA_017893485.1,ASM1789348v1,Hemerocallis citrina,1249515,2021-04-12,2021,,,,,,2025-01-27
GCA_018340775.1,ASM1834077v1,Taxus wallichiana var. yunnanensis,2778344,2021-05-11,2021,,,,,,2025-01-27
GCA_019671005.1,ASM1967100v1,Hibiscus mutabilis,455430,2021-08-19,2021,,,,,,2025-01-27
GCA_017309745.1,AAC_Synergy_1.0,Hordeum vulgare,4513,2021-03-10,2021,,,,,,2025-01-27
GCA_020520425.1,BTI_SOV_V1,Spinacia oleracea,3562,2021-10-20,2021,,,,,,2025-01-27
GCA_019455425.1,ASM1945542v1,Gossypium anomalum,47600,2021-08-09,2021,,,,,,2025-01-27
GCA_018983045.1,YUN_Tarv_1.0,Thlaspi arvense,13288,2021-06-21,2021,,,,,,2025-01-27
GCA_019022445.1,NIHHS_FaW_1.0,Fragaria x ananassa,3747,2021-06-24,2021,,,,,,2025-01-27
GCA_019705885.1,IVFCAAS_Rs03_1.0,Raphanus sativus var. niger,41679,2021-08-25,2021,,,,,,2025-01-27
GCF_019578655.1,ASM1957865v1,Ricinus communis,3988,2021-08-12,2021,,,,,,2025-01-27
GCA_017140475.1,ASM1714047v1,Eucalyptus fibrosa,1711299,2021-03-09,2021,,,,,,2025-01-27
GCA_018223645.1,ASM1822364v1,Jasminum sambac,660624,2021-05-02,2021,,,,,,2025-01-27
GCA_017140595.1,ASM1714059v1,Eucalyptus curtisii,34319,2021-03-09,2021,,,,,,2025-01-27
GCA_018258275.1,ASM1825827v1,Solanum commersonii,4109,2021-05-04,2021,,,,,,2025-01-27
GCA_002916435.2,ASM291643v2,Juglans mandshurica,91218,2021-10-27,2021,,,,,,2025-01-27
GCA_017140615.1,ASM1714061v1,Eucalyptus cladocalyx,452569,2021-03-09,2021,,,,,,2025-01-27
GCA_014182885.2,ASM1418288v2,Eucalyptus caleyi,1711195,2021-04-30,2021,,,,,,2025-01-27
GCA_002916485.2,ASM291648v2,Juglans nigra,16719,2021-10-27,2021,,,,,,2025-01-27
GCA_020226215.1,CAF_Sgla_1.0,Sindora glabra,2590455,2021-10-05,2021,,,,,,2025-01-27
GCA_018894105.1,Jmimo_V1,Jacaranda mimosifolia,185774,2021-06-16,2021,,,,,,2025-01-27
GCA_000576065.2,OnivRS2,Oryza nivara,4536,2021-03-10,2021,,,,,,2025-01-27
GCA_000338895.3,OmerRS3,Oryza meridionalis,40149,2021-03-10,2021,,,,,,2025-01-27
GCF_020921035.1,ASM2092103v1,Rhodamnia argentea,178133,2021-11-22,2021,,,,,,2025-01-27
GCA_000576495.2,OgluRS3,Oryza glumipatula,40148,2021-03-10,2021,,,,,,2025-01-27
GCA_016801395.1,O1,Leptodermis oblonga,1616479,2021-02-04,2021,,,,,,2025-01-27
GCA_000147395.3,OglaRS2,Oryza glaberrima,4538,2021-03-10,2021,,,,,,2025-01-27
GCA_019705965.1,IVFCAAS_Rs07_1.0,Raphanus sativus var. raphanistroides,282304,2021-08-25,2021,,,,,,2025-01-27
GCA_017140395.1,ASM1714039v1,Eucalyptus lansdowneana,87673,2021-03-09,2021,,,,,,2025-01-27
GCA_017140325.1,ASM1714032v1,Eucalyptus leucophloia subsp. euroa,1711375,2021-03-09,2021,,,,,,2025-01-27
GCA_020510225.1,ASM2051022v1,Forsythia suspensa,126418,2021-10-15,2021,,,,,,2025-01-27
GCA_019321725.1,Paulownia fortunei Genome V1.0,Paulownia fortunei,586722,2021-07-22,2021,,,,,,2025-01-27
GCA_019656835.1,ZJU_Rovatum_v1,Rhododendron ovatum,49169,2021-08-20,2021,,,,,,2025-01-27
GCA_020567845.1,ASM2056784v1,Rhododendron henanense subsp. lingbaoense,2488266,2021-11-04,2021,,,,,,2025-01-27
GCA_907173295.1,Bhaga_Chr,Fagus sylvatica,28930,2021-05-17,2021,,,,,,2025-01-27
GCA_018127125.1,RGv1.1,Rhododendron griersonianum,479676,2021-04-23,2021,,,,,,2025-01-27
GCA_019359835.1,ASM1935983v1,Pharus latifolius,38686,2021-07-27,2021,,,,,,2025-01-27
GCA_017140165.1,ASM1714016v1,Eucalyptus shirleyi,1234624,2021-03-09,2021,,,,,,2025-01-27
GCF_907164915.1,dImpGla2.1,Impatiens glandulifera,253017,2021-05-17,2021,,,,,,2025-01-27
GCA_017140185.1,ASM1714018v1,Eucalyptus polyanthemos subsp. polyanthemos,1711482,2021-03-09,2021,,,,,,2025-01-27
GCA_017140255.1,ASM1714025v1,Eucalyptus paniculata subsp. matutina,2779373,2021-03-09,2021,,,,,,2025-01-27
GCA_016647705.1,ASM1664770v1,Eucommia ulmoides,4392,2021-01-19,2021,,,,,,2025-01-27
GCA_020536865.1,ASM2053686v1,Camellia sinensis var. assamica,261999,2021-10-21,2021,,,,,,2025-01-27
GCA_018361405.1,NTU_Bstr_LTM_2.2,Boechera stricta,72658,2021-05-24,2021,,,,,,2025-01-27
GCA_001484125.2,MPIPZ_Amontbretiana_3.1,Arabis montbretiana,746018,2021-10-04,2021,,,,,,2025-01-27
GCA_002575655.2,Aet v5.0,Aegilops tauschii subsp. strangulata,200361,2021-09-30,2021,,,,,,2025-01-27
GCA_020536555.1,ASM2053655v1,Camellia sinensis var. lasiocalyx,2320849,2021-10-21,2021,,,,,,2025-01-27
GCA_017311205.1,ASM1731120v1,Camellia sinensis var. sinensis,542762,2021-03-10,2021,,,,,,2025-01-27
GCA_018493915.1,araca.K10017.gnm1.DQ4M,Arachis cardenasii,51121,2021-06-03,2021,,,,,,2025-01-27
GCA_020310875.1,C.richardii_v2,Ceratopteris richardii,49495,2021-11-05,2021,,,,,,2025-01-27
GCA_021020685.1,ASM2102068v1,Boehmeria nivea,83906,2021-12-02,2021,,,,,,2025-01-27
GCA_018132145.1,ASM1813214v1,Boehmeria nivea var. tenacissima,396368,2021-04-26,2021,,,,,,2025-01-27
GCA_014155895.2,Garlic.V2.fa,Allium sativum,4682,2021-05-26,2021,,,,,,2025-01-27
GCA_021018995.1,ASM2101899v1,Chloranthus sessilifolius,146544,2021-12-02,2021,,,,,,2025-01-27
GCA_905187595.1,allium cepa DHCU066619 genome sequence,Allium cepa,4679,2021-03-21,2021,,,,,,2025-01-27
GCA_019425755.1,ASM1942575v1,Amaranthus cruentus,117272,2021-07-30,2021,,,,,,2025-01-27
GCA_017639395.1,SCU_BraROA_2.3,Brassica rapa subsp. trilocularis,1813537,2021-03-30,2021,,,,,,2025-01-27
GCA_018446385.1,Zo_v1.1,Zingiber officinale,94328,2021-05-21,2021,,,,,,2025-01-27
GCA_017979445.1,ASM1797944v1,Akebia trifoliata,155132,2021-04-16,2021,,,,,,2025-01-27
GCA_018105755.1,ASM1810575v1,Bretschneidera sinensis,28529,2021-04-23,2021,,,,,,2025-01-27
GCA_019804595.1,ASM1980459v1,Bruguiera parviflora,106618,2021-08-31,2021,,,,,,2025-01-27
GCA_910596185.1,chrysanthemum makinoi genome sequence,Chrysanthemum makinoi,1478180,2021-07-07,2021,,,,,,2025-01-27
GCA_019426215.1,BAv1.1,Buddleja alternifolia,168488,2021-07-30,2021,,,,,,2025-01-27
GCA_016771965.1,ASM1677196v1,Brassica carinata,52824,2021-01-29,2021,,,,,,2025-01-27
GCA_019202795.1,ASM1920279v1,Arabidopsis thaliana x Arabidopsis arenosa,1240361,2021-07-13,2021,,,,,,2025-01-27
GCA_018689175.1,C.illinoinensisElliott_v1,Carya illinoinensis,32201,2021-07-14,2021,,,,,,2025-01-27
GCF_020796205.1,ASM2079620v1,Ziziphus jujuba var. spinosa,714518,2021-11-08,2021,,,,,,2025-01-27
GCA_019914995.1,ASM1991499v1,Acanthochlamys bracteata,145231,2021-09-09,2021,,,,,,2025-01-27
GCA_905216605.1,AARE701a,Arabidopsis arenosa,38785,2021-02-13,2021,,,,,,2025-01-27
GCA_019202805.1,ASM1920280v1,Arabidopsis suecica,45249,2021-07-13,2021,,,,,,2025-01-27
GCA_019845555.1,ASM1984555v1,Aristolochia fimbriata,158543,2021-09-02,2021,,,,,,2025-01-27
GCA_019916065.1,ASM1991606v1,Vitellaria paradoxa,292385,2021-09-09,2021,,,,,,2025-01-27
GCA_020826895.1,ASM2082689v1,Aquilegia kansuensis,1291450,2021-11-16,2021,,,,,,2025-01-27
GCA_018177695.1,Cabbage_OX-heart_923_BVRC,Brassica oleracea var. capitata,3716,2021-04-29,2021,,,,,,2025-01-27
GCA_018142915.1,cordophanus_v1,Citrullus lanatus subsp. cordophanus,2787746,2021-04-29,2021,,,,,,2025-01-27
GCA_019155195.1,amgenome_v1.0,Avicennia marina,82927,2021-07-07,2021,,,,,,2025-01-27
GCF_008831285.2,ASM883128v2,Nymphaea colorata,210225,2022-08-01,2022,,,,,,2025-01-27
GCA_023653625.1,ASM2365362v1,Triadica sebifera,139772,2022-06-07,2022,,,,,,2025-01-27
GCA_947034895.1,cbRhyLore1.1,Rhytidiadelphus loreus,28468,2022-10-08,2022,,,,,,2025-01-27
GCA_023089605.1,YAF_Ocus_V1,Olea europaea subsp. cuspidata,129566,2022-04-22,2022,,,,,,2025-01-27
GCA_025584905.1,A1.wagad.PGA,Gossypium herbaceum,34274,2022-10-06,2022,,,,,,2025-01-27
GCA_024085815.1,ASM2408581v1,Flaveria linearis,4225,2022-07-06,2022,,,,,,2025-01-27
GCA_025583645.1,ASM2558364v1,Gossypium ekmanianum,1641373,2022-10-06,2022,,,,,,2025-01-27
GCA_023657505.1,ASM2365750v1,Camelina hispida,883000,2022-06-07,2022,,,,,,2025-01-27
GCA_947179155.2,drHedHeli1.2,Hedera helix,4052,2022-12-06,2022,,,,,,2025-01-27
GCA_023547065.1,ASM2354706v1,Musa troglodytarum,320322,2022-05-25,2022,,,,,,2025-01-27
GCA_025603265.1,ASM2560326v1,Themeda triandra,106636,2022-10-07,2022,,,,,,2025-01-27
GCA_025698515.1,ASM2569851v1,Gossypium sturtianum,34278,2022-10-17,2022,,,,,,2025-01-27
GCA_025413485.1,ASM2541348v1,Ficus microcarpa,66385,2022-09-28,2022,,,,,,2025-01-27
GCA_021234005.1,ASM2123400v1,Nephelium lappaceum,151071,2022-01-11,2022,,,,,,2025-01-27
GCA_025506655.1,ASM2550665v1,Gossypium rotundifolium,47633,2022-09-30,2022,,,,,,2025-01-27
GCA_025215035.1,Pakchoi_v1,Brassica rapa subsp. chinensis,93385,2022-09-25,2022,,,,,,2025-01-27
GCA_025413025.1,ASM2541302v1,Ficus hispida,462830,2022-09-28,2022,,,,,,2025-01-27
GCA_024704795.1,ASM2470479v1,Gossypium stephensii,2563832,2022-08-17,2022,,,,,,2025-01-27
GCA_025503065.1,ASM2550306v1,Gossypium bickii,47622,2022-09-30,2022,,,,,,2025-01-27
GCA_024034495.1,ASM2403449v1,Camelina laxa,359823,2022-06-29,2022,,,,,,2025-01-27
GCA_026214975.1,ASM2621497v1,Gentiana macrophylla,50765,2022-11-18,2022,,,,,,2025-01-27
GCA_027405835.1,Asclepias_syriaca_v1.0_chromosomes,Asclepias syriaca,48545,2022-12-28,2022,,,,,,2025-01-27
GCA_024500145.1,ASM2450014v1,Gentiana dahurica var. dahurica,553044,2022-08-03,2022,,,,,,2025-01-27
GCA_025667525.1,Gcor_v1,Glebionis coronaria,99038,2022-10-12,2022,,,,,,2025-01-27
GCA_946800695.1,drGeuUrba1.1,Geum urbanum,57919,2022-09-15,2022,,,,,,2025-01-27
GCA_025169955.1,ASM2516995v1,Salix arbutifolia,75699,2022-09-14,2022,,,,,,2025-01-27
GCA_023864065.1,ASM2386406v1,Camelina neglecta,2864041,2022-06-23,2022,,,,,,2025-01-27
GCA_024704745.1,ASM2470474v1,Rosa lucieae,74648,2022-08-17,2022,,,,,,2025-01-27
GCA_025215565.1,ASM2521556v1,Flaveria ramosissima,41578,2022-09-16,2022,,,,,,2025-01-27
GCA_025506415.1,ASM2550641v1,Flaveria robusta,163089,2022-10-02,2022,,,,,,2025-01-27
GCA_025506505.1,ASM2550650v1,Flaveria sonorensis,343904,2022-10-02,2022,,,,,,2025-01-27
GCA_025506515.1,ASM2550651v1,Flaveria trinervia,4227,2022-10-02,2022,,,,,,2025-01-27
GCA_025200525.1,XYYC_v1.0,Camellia lanceoleosa,1840588,2022-09-14,2022,,,,,,2025-01-27
GCA_022316695.1,ASM2231669v1,Camellia oleifera,385388,2022-02-24,2022,,,,,,2025-01-27
GCA_024222315.1,ASM2422231v1,Thymus quinquecostatus,228974,2022-07-13,2022,,,,,,2025-01-27
GCA_019776745.2,Ta-2021,Taxus chinensis,29808,2022-01-26,2022,,,,,,2025-01-27
GCA_023646675.1,ASM2364667v1,Avena sativa,4498,2022-06-03,2022,,,,,,2025-01-27
GCA_022749755.1,ASM2274975v1,Azadirachta indica,124943,2022-03-29,2022,,,,,,2025-01-27
GCA_947034835.1,daBalNigr1.1,Ballota nigra,194200,2022-10-07,2022,,,,,,2025-01-27
GCF_947179165.1,daSolDulc1.2,Solanum dulcamara,45834,2022-12-02,2022,,,,,,2025-01-27
GCA_025758845.1,ASM2575884v1,Solanum galapagense,315350,2022-10-20,2022,,,,,,2025-01-27
GCA_022817965.1,SlydLA2951_v2.0,Solanum lycopersicoides,142760,2022-04-06,2022,,,,,,2025-01-27
GCA_023539305.1,CUHK_Ilex_v2.1,Ilex asprella,185493,2022-05-25,2022,,,,,,2025-01-27
GCA_022379115.2,ASM2237911v2,Bauhinia variegata,167791,2022-06-06,2022,,,,,,2025-01-27
GCA_022432945.1,ASM2243294v1,Begonia darthvaderiana,2905994,2022-03-01,2022,,,,,,2025-01-27
GCA_022433065.1,ASM2243306v1,Begonia loranthoides,200023,2022-03-01,2022,,,,,,2025-01-27
GCA_022432975.1,ASM2243297v1,Begonia masoniana,198562,2022-03-01,2022,,,,,,2025-01-27
GCA_022433055.1,ASM2243305v1,Begonia peltatifolia,1406276,2022-03-01,2022,,,,,,2025-01-27
GCA_023614385.1,ASM2361438v1,Avena longiglumis,4500,2022-06-02,2022,,,,,,2025-01-27
GCA_025403435.1,ASM2540343v1,Artocarpus heterophyllus,3489,2022-09-27,2022,,,,,,2025-01-27
GCA_023558565.1,ASM2355856v1,Artemisia tridentata subsp. tridentata,525641,2022-05-31,2022,,,,,,2025-01-27
GCA_023374045.1,SDNU_Libico_1.0,Limonium bicolor,293754,2022-05-16,2022,,,,,,2025-01-27
GCA_022405105.1,ASM2240510v1,Aristolochia contorta,266420,2022-03-04,2022,,,,,,2025-01-27
GCA_024174645.1,Salk_lm5633_a03,Lemna minuta,161101,2022-07-11,2022,,,,,,2025-01-27
GCF_022539505.1,APGP_CSIRO_Lrig_0.1,Lolium rigidum,89674,2022-03-14,2022,,,,,,2025-01-27
GCA_021464415.1,ASM2146441v1,Lonicera japonica,105884,2022-01-19,2022,,,,,,2025-01-27
GCA_910589765.1,Avena_atlantica_CC7277_v1_assembly,Avena atlantica,366594,2022-09-22,2022,,,,,,2025-01-27
GCF_012489685.1,LjGifu_v1.2,Lotus japonicus,34305,2022-11-15,2022,,,,,,2025-01-27
GCA_910589775.1,Avena_eriantha_BYU132_v1_assembly,Avena eriantha,146534,2022-09-22,2022,,,,,,2025-01-27
GCA_023614405.1,ASM2361440v1,Avena insularis,283872,2022-06-02,2022,,,,,,2025-01-27
GCA_933775445.1,drPotAnse1.1,Argentina anserina,57926,2022-03-28,2022,,,,,,2025-01-27
GCA_021397845.1,ASM2139784v1,Areca catechu,184783,2022-01-11,2022,,,,,,2025-01-27
GCA_023525975.1,ASM2352597v1,Smallanthus sonchifolius,185202,2022-05-24,2022,,,,,,2025-01-27
GCA_002870075.4,Lsat_Salinas_v11,Lactuca sativa,4236,2022-11-23,2022,,,,,,2025-01-27
GCA_023525745.1,ASM2352574v1,Arctium lappa,4217,2022-05-24,2022,,,,,,2025-01-27
GCA_946800325.1,lpLuzSylv1.1,Luzula sylvatica,59018,2022-09-15,2022,,,,,,2025-01-27
GCA_022829005.1,arahy.TennRed.gnm1,Arachis hypogaea subsp. fastigiata,226206,2022-04-08,2022,,,,,,2025-01-27
GCA_021464305.1,ASM2146430v1,Kandelia obovata,413952,2022-01-19,2022,,,,,,2025-01-27
GCA_946800655.1,lpJunEffu1.1,Juncus effusus,13579,2022-09-15,2022,,,,,,2025-01-27
GCA_022985045.1,ASM2298504v1,Macadamia tetraphylla,512563,2022-04-19,2022,,,,,,2025-01-27
GCA_946896805.1,daScuGale1.1,Scutellaria galericulata,53169,2022-09-21,2022,,,,,,2025-01-27
GCA_001642375.2,Mlong_CMEN585_v3,Mentha longifolia,38859,2022-01-11,2022,,,,,,2025-01-27
GCF_937616625.2,ddMerAnnu1.2,Mercurialis annua,3986,2022-10-31,2022,,,,,,2025-01-27
GCA_024500025.1,ASM2450002v1,Syzygium aromaticum,219868,2022-08-03,2022,,,,,,2025-01-27
GCA_022414725.1,ASM2241472v1,Microglena sp. YARC,2904290,2022-03-01,2022,,,,,,2025-01-27
GCA_022496015.1,ASM2249601v1,Hordeum marinum,4519,2022-03-07,2022,,,,,,2025-01-27
GCA_026213115.1,BILA_Te_1.0,Tagetes erecta,13708,2022-11-18,2022,,,,,,2025-01-27
GCA_022036555.1,ASM2203655v1,Microstegium vimineum,91518,2022-02-10,2022,,,,,,2025-01-27
GCA_027405885.1,94003_HiFi_assembly.asm.bp.p_utg.,Salix purpurea,77065,2022-12-28,2022,,,,,,2025-01-27
GCA_946800315.1,daMisOron1.1,Misopates orontium,102599,2022-09-15,2022,,,,,,2025-01-27
GCA_024721245.1,ASM2472124v1,Mitragyna speciosa,170351,2022-08-22,2022,,,,,,2025-01-27
GCA_023512835.1,ASM2351283v1,Taxillus chinensis,227909,2022-05-25,2022,,,,,,2025-01-27
GCA_024760705.1,ASM2476070v1,Mucuna pruriens var. utilis,40337,2022-09-14,2022,,,,,,2025-01-27
GCA_025617385.1,AGM_Bkoe_4.1,Murraya koenigii,159030,2022-10-11,2022,,,,,,2025-01-27
GCA_024322285.1,ASM2432228v1,Musa beccarii,192045,2022-07-21,2022,,,,,,2025-01-27
GCA_024586325.1,ASM2458632v1,Stellera chamaejasme,142738,2022-08-09,2022,,,,,,2025-01-27
GCA_023653495.1,Mcan_v2,Melastoma candidum,119954,2022-06-07,2022,,,,,,2025-01-27
GCA_026770425.1,BoeM4B,Boechera divaricarpa,115915,2022-12-13,2022,,,,,,2025-01-27
GCA_025759675.1,ASM2575967v1,Solanum lycopersicum var. cerasiforme,195583,2022-10-20,2022,,,,,,2025-01-27
GCF_916048215.2,drMalSylv7.2,Malus sylvestris,3752,2022-07-06,2022,,,,,,2025-01-27
GCA_023333625.1,ASM2333362v1,Bothriochloa decipiens,883134,2022-05-12,2022,,,,,,2025-01-27
GCA_025175895.1,ASM2517589v1,Wurfbainia villosa,199627,2022-09-15,2022,,,,,,2025-01-27
GCA_023119035.1,UniMelb_Shisp_WGS_1.0,Salvia hispanica,49212,2022-04-29,2022,,,,,,2025-01-27
GCA_026636295.1,ASM2663629v1,Medakamo hakoo,3113649,2022-12-05,2022,,,,,,2025-01-27
