assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_002952155.1,ASM295215v1,Alternaria solani,48100,2018-02-14,2018,,,,,,2025-01-27
GCF_002954075.1,C. deuterogattii_R265_chr,Cryptococcus deuterogattii R265,294750,2018-02-27,2018,,,,,,2025-01-27
GCA_900290415.1,version1,Podospora comata,48703,2018-10-22,2018,,,,,,2025-01-27
GCA_003971505.1,ASM397150v1,Talaromyces marneffei,37727,2018-12-27,2018,,,,,,2025-01-27
GCA_003054445.1,ASM305444v1,Pichia kudriavzevii,4909,2018-04-17,2018,,,,,,2025-01-27
GCA_002937425.1,ASM293742v1,Zymoseptoria tritici,1047171,2018-02-23,2018,,,,,,2025-01-27
GCA_900535975.1,OLHI0,[Candida] hispaniensis,312227,2018-08-29,2018,,,,,,2025-01-27
GCA_003401635.1,MR1_a14_ref,Metschnikowia reukaufii,27327,2018-08-20,2018,,,,,,2025-01-27
GCA_003320035.1,VdGwydir1A3,Verticillium dahliae,27337,2018-07-15,2018,,,,,,2025-01-27
GCA_003184285.1,ASM318428v1,Monascus purpureus,5098,2018-06-04,2018,,,,,,2025-01-27
GCA_003327635.1,ASM332763v1,Saccharomyces kudriavzevii,114524,2018-07-19,2018,,,,,,2025-01-27
GCA_900290405.1,SacJureiUoM1,Saccharomyces jurei,1987369,2018-08-20,2018,,,,,,2025-01-27
GCA_002937415.1,ASM293741v1,Zymoseptoria tritici STIR04_A26b,983958,2018-02-23,2018,,,,,,2025-01-27
GCA_900007375.1,ASM90000737v1,Fusarium venenatum,56646,2018-03-01,2018,,,,,,2025-01-27
GCA_003316975.2,ASM331697v2,Fusarium verticillioides,117187,2018-11-02,2018,,,,,,2025-01-27
GCA_003615085.1,FoC_Fus2_v1,Fusarium oxysporum f. sp. cepae,396571,2018-10-05,2018,,,,,,2025-01-27
GCA_003856795.1,ASM385679v1,Hyphopichia burtonii,717740,2018-12-03,2018,,,,,,2025-01-27
GCA_003814445.1,ASM381444v1,Epichloe festucae Fl1,877507,2018-11-23,2018,,,,,,2025-01-27
GCA_003856775.1,ASM385677v1,Hyphopichia pseudoburtonii,717741,2018-12-03,2018,,,,,,2025-01-27
GCA_003955835.1,ASM395583v1,Exophiala lecanii-corni,91925,2018-12-19,2018,,,,,,2025-01-27
GCA_008032055.1,ASM803205v1,Aspergillus oryzae,5062,2019-08-20,2019,,,,,,2025-01-27
GCF_003013715.1,ASM301371v2,Candidozyma auris,498019,2019-09-10,2019,,,,,,2025-01-27
GCA_004299825.1,ASM429982v1,Cercospora sojina,438356,2019-02-26,2019,,,,,,2025-01-27
GCA_009498055.1,ASM949805v1,Clavispora lusitaniae,36911,2019-11-04,2019,,,,,,2025-01-27
GCA_006352305.1,ASM635230v1,Cryptococcus floricola,2591691,2019-07-03,2019,,,,,,2025-01-27
GCA_009650685.1,Cryp_gatt_MF34,Cryptococcus gattii VGV,2268382,2019-11-14,2019,,,,,,2025-01-27
GCA_002287475.2,ASM228747v2,Pyrrhoderma noxium,2282107,2019-07-11,2019,,,,,,2025-01-27
GCA_004337975.1,PspLS,Pyricularia sp. CBS 133598,403063,2019-03-19,2019,,,,,,2025-01-27
GCA_008274985.1,ASM827498v1,Aspergillus sojae,41058,2019-09-05,2019,,,,,,2025-01-27
GCA_008452705.1,ASM845270v1,Bipolaris sorokiniana,45130,2019-09-23,2019,,,,,,2025-01-27
GCA_900519115.1,Bgt_genome_v3.16,Blumeria graminis f. sp. tritici,62690,2019-08-27,2019,,,,,,2025-01-27
GCA_004337985.1,PpBr36,Pyricularia pennisetigena,1578925,2019-03-19,2019,,,,,,2025-01-27
GCA_006149155.1,ASM614915v1,Cryptococcus wingfieldii,5619,2019-06-07,2019,,,,,,2025-01-27
GCF_005498985.1,PGRAM_IIB_1.0,Sporisorium graminicola,280036,2019-06-06,2019,,,,,,2025-01-27
GCA_008086725.1,ASM808672v1,Pyrenophora teres f. teres,97479,2019-08-28,2019,,,,,,2025-01-27
GCA_007674295.1,ASM767429v1,Antonospora locustae,278021,2019-08-01,2019,,,,,,2025-01-27
GCA_004014935.1,ASM401493v1,Saccharomycopsis malanga,44092,2019-01-14,2019,,,,,,2025-01-27
GCA_003977725.1,FolCA3_D11_v1,Fusarium oxysporum f. sp. lycopersici,59765,2019-01-07,2019,,,,,,2025-01-27
GCA_007735645.1,ASM773564v1,Venturia effusa,50376,2019-07-31,2019,,,,,,2025-01-27
GCA_003313235.2,03989_v2,Pleurotus ostreatus,5322,2019-06-07,2019,,,,,,2025-01-27
GCA_003990805.1,ASM399080v1,Paecilomyces variotii,264951,2019-01-04,2019,,,,,,2025-01-27
GCA_006228365.1,ASM622836v1,Agaricus bisporus,5341,2019-06-11,2019,,,,,,2025-01-27
GCA_004936725.1,ASM493672v1,Alternaria brassicae,29911,2019-05-08,2019,,,,,,2025-01-27
GCF_004355905.1,PgNI,Pyricularia grisea,148305,2019-03-19,2019,,,,,,2025-01-27
GCA_008728235.1,ASM872823v1,Lichtheimia ramosa,688394,2019-09-30,2019,,,,,,2025-01-27
GCA_009663115.1,ASM966311v1,Fusarium fujikuroi,5127,2019-11-14,2019,,,,,,2025-01-27
GCA_009017415.1,ASM901741v1,Aspergillus flavus,5059,2019-10-13,2019,,,,,,2025-01-27
GCA_006112615.1,ASM611261v1,Pyrenophora teres f. teres 0-1,861557,2019-06-06,2019,,,,,,2025-01-27
GCA_009192285.1,ASM919228v1,Morchella semilibera,62758,2019-10-21,2019,,,,,,2025-01-27
GCA_902506015.1,ARMOSTPCHR,Armillaria ostoyae,47428,2019-10-22,2019,,,,,,2025-01-27
GCA_004299765.1,ASM429976v1,Talaromyces funiculosus,28572,2019-02-26,2019,,,,,,2025-01-27
GCA_003999685.1,ASM399968v1,Taiwanofungus camphoratus,2696576,2019-01-08,2019,,,,,,2025-01-27
GCA_004217705.1,ASM421770v1,Metschnikowia aff. pulcherrima,2163413,2019-02-20,2019,,,,,,2025-01-27
GCA_004346965.1,ASM434696v1,Pyricularia oryzae,318829,2019-03-12,2019,,,,,,2025-01-27
GCF_013085055.1,ASM1308505v1,Fusarium oxysporum Fo47,660027,2020-05-13,2020,,,,,,2025-01-27
GCF_011074885.1,ASM1107488v2,Brettanomyces bruxellensis,5007,2020-10-30,2020,,,,,,2025-01-27
GCF_011074865.1,ASM1107486v2,Brettanomyces nanus,13502,2020-12-03,2020,,,,,,2025-01-27
GCA_014334815.1,ASM1433481v1,Pyrenophora teres f. maculata,97480,2020-08-31,2020,,,,,,2025-01-27
GCA_016097625.1,CAU_DHC11_v01_alt,Debaryomyces hansenii,4959,2020-12-17,2020,,,,,,2025-01-27
GCA_013177555.1,ASM1317755v1,Candida tropicalis,5482,2020-05-27,2020,,,,,,2025-01-27
GCA_006506795.2,HeCS-4_2.0,Hericium erinaceus,91752,2020-02-12,2020,,,,,,2025-01-27
GCA_014154955.1,SMRT_HiC_Fo5176,Fusarium oxysporum f. sp. conglutinans,100902,2020-08-13,2020,,,,,,2025-01-27
GCA_014857085.1,ASM1485708v1,Fusarium oxysporum,5507,2020-10-06,2020,,,,,,2025-01-27
GCA_015476405.1,ASM1547640v1,Lentinula edodes,5353,2020-11-16,2020,,,,,,2025-01-27
GCA_014826065.1,ASM1482606v1,Anthracocystis panici-leucophaei,249478,2020-09-30,2020,,,,,,2025-01-27
GCA_014493585.1,MalaPachy_UAB,Malassezia pachydermatis,77020,2020-09-09,2020,,,,,,2025-01-27
GCF_013368755.1,ASM1336875v1,Talaromyces rugulosus,121627,2020-06-23,2020,,,,,,2025-01-27
GCA_010232095.1,ASM1023209v1,Malassezia globosa,76773,2020-02-06,2020,,,,,,2025-01-27
GCA_013426205.1,ASM1342620v1,Metarhizium brunneum,500148,2020-07-20,2020,,,,,,2025-01-27
GCA_009835125.1,ASM983512v1,Trichoderma reesei,51453,2020-01-09,2020,,,,,,2025-01-27
GCF_014133895.1,ASM1413389v1,Torulaspora globosa,48254,2020-08-10,2020,,,,,,2025-01-27
GCA_014751505.1,ASM1475150v1,Alternaria alternata,5599,2020-09-25,2020,,,,,,2025-01-27
GCA_009938135.1,ASM993813v1,Malassezia furfur,55194,2020-01-28,2020,,,,,,2025-01-27
GCA_011022315.1,ASM1102231v1,Saccharomyces pastorianus,27292,2020-02-26,2020,,,,,,2025-01-27
GCA_013390285.1,ASM1339028v1,Exserohilum turcica Et28A,671987,2020-07-06,2020,,,,,,2025-01-27
GCA_014607475.1,ASM1460747v1,Beauveria bassiana,176275,2020-09-16,2020,,,,,,2025-01-27
GCA_014872705.1,ASM1487270v1,Agaricus bisporus var. burnettii,192524,2020-10-21,2020,,,,,,2025-01-27
GCA_003231415.2,CUR_PtrDW5_2.1,Pyrenophora tritici-repentis,45151,2020-09-21,2020,,,,,,2025-01-27
GCA_011290525.1,ASM1129052v1,Apiotrichum mycotoxinovorans,252803,2020-03-15,2020,,,,,,2025-01-27
GCA_013466175.1,ASM1346617v1,Penicillium polonicum,60169,2020-07-23,2020,,,,,,2025-01-27
GCA_001592805.2,ASM159280v2,Peltaster fructicola,286661,2020-04-14,2020,,,,,,2025-01-27
GCA_011800155.1,ASM1180015v1,Flammulina velutipes,38945,2020-04-01,2020,,,,,,2025-01-27
GCA_016413765.1,ASM1641376v1,Aspergillus felis,1287682,2020-12-28,2020,,,,,,2025-01-27
GCA_013423255.1,ASM1342325v1,Fusarium oxysporum f. sp. lini,120040,2020-07-21,2020,,,,,,2025-01-27
GCA_013433165.1,ASM1343316v1,Hypsizygus marmoreus,39966,2020-07-23,2020,,,,,,2025-01-27
GCA_014857105.1,ASM1485710v1,Fusarium oxysporum f. sp. koae,654392,2020-10-06,2020,,,,,,2025-01-27
GCA_013402915.1,ASM1340291v1,Zygotorulaspora mrakii,42260,2020-07-12,2020,,,,,,2025-01-27
GCA_015678955.1,ASM1567895v1,Chrysoporthe puriensis,2029752,2020-11-24,2020,,,,,,2025-01-27
GCF_014117465.1,ASM1411746v1,Aspergillus flavus NRRL3357,332952,2020-08-09,2020,,,,,,2025-01-27
GCA_000687475.2,ASM68747v2,Ustilaginoidea virens,1159556,2021-05-20,2021,,,,,,2025-01-27
GCA_020975665.1,ASM2097566v1,Cryptococcus neoformans,5207,2021-11-30,2021,,,,,,2025-01-27
GCA_019953615.1,ASM1995361v1,Saccharomyces uvarum,230603,2021-09-27,2021,,,,,,2025-01-27
GCF_020906515.1,ASM2090651v1,Vanrija pseudolonga,143232,2021-11-21,2021,,,,,,2025-01-27
GCA_019677325.2,ASM1967732v2,Pleurotus cornucopiae,5321,2021-08-25,2021,,,,,,2025-01-27
GCA_020045945.2,ASM2004594v2,Trichoderma semiorbis,1491008,2021-09-24,2021,,,,,,2025-01-27
GCA_917563905.1,NneoKNNDK_001_PacBio_v1,Neonectria neomacrospora,78403,2021-10-15,2021,,,,,,2025-01-27
GCA_020912385.1,ASM2091238v1,Neofusicoccum parvum,310453,2021-11-22,2021,,,,,,2025-01-27
GCA_020623605.1,UHD_SCDLUD_1723.9,Saccharomycodes ludwigii,36035,2021-10-26,2021,,,,,,2025-01-27
GCA_020995425.1,ASM2099542v1,Cyberlindnera sargentensis,907339,2021-11-29,2021,,,,,,2025-01-27
GCA_018104285.1,INRAE_Cpar_1.0,Cryphonectria parasitica,5116,2021-04-23,2021,,,,,,2025-01-27
GCA_020647705.1,ASM2064770v1,Trichoderma virens FT-333,1331945,2021-10-27,2021,,,,,,2025-01-27
GCA_021133555.1,ASM2113355v1,Penicillium oxalicum,69781,2021-12-09,2021,,,,,,2025-01-27
GCA_020023485.1,ASM2002348v1,Ogataea polymorpha,460523,2021-09-17,2021,,,,,,2025-01-27
GCA_019565615.1,ASM1956561v1,Trichoderma simmonsii,1491479,2021-08-11,2021,,,,,,2025-01-27
GCA_016801405.1,ASM1680140v1,Parastagonospora nodorum SN15,321614,2021-02-02,2021,,,,,,2025-01-27
GCA_019443345.1,ASM1944334v1,Ogataea parapolymorpha,1005962,2021-08-03,2021,,,,,,2025-01-27
GCF_016767815.1,ASM1676781v1,Penicillium digitatum,36651,2021-01-28,2021,,,,,,2025-01-27
GCA_020647635.1,ASM2064763v1,Trichoderma virens,29875,2021-10-27,2021,,,,,,2025-01-27
GCA_016767195.1,ASM1676719v1,Stagonosporopsis rhizophila,2802321,2021-01-28,2021,,,,,,2025-01-27
GCA_017357885.1,ASM1735788v1,Monilinia vaccinii-corymbosi,61207,2021-03-16,2021,,,,,,2025-01-27
GCA_020716765.1,ASM2071676v1,Rhizophagus irregularis,588596,2021-11-02,2021,,,,,,2025-01-27
GCA_019059555.1,ASM1905955v1,Alternaria longipes,160389,2021-06-29,2021,,,,,,2025-01-27
GCF_016906535.1,ASM1690653v1,Rhizoctonia solani,456999,2021-02-18,2021,,,,,,2025-01-27
GCF_019609905.1,ASM1960990v1,Fusarium poae,36050,2021-08-19,2021,,,,,,2025-01-27
GCA_019097725.1,SYAU_Tha_1.0,Trichoderma harzianum,5544,2021-07-06,2021,,,,,,2025-01-27
GCA_018924745.1,UU_Maror_2,Marasmius oreades,181124,2021-06-17,2021,,,,,,2025-01-27
GCA_020631695.1,ASM2063169v1,Trichoderma cornu-damae,654480,2021-10-27,2021,,,,,,2025-01-27
GCF_020647865.1,ASM2064786v1,Trichoderma asperellum,101201,2021-10-27,2021,,,,,,2025-01-27
GCA_020342235.1,ASM2034223v1,Saccharomycopsis phalluae,2826930,2021-10-07,2021,,,,,,2025-01-27
GCA_016859295.1,ASM1685929v1,Scheffersomyces stipitis,4924,2021-02-12,2021,,,,,,2025-01-27
GCA_019431265.1,ASM1943126v1,Saccharomyces bayanus,4931,2021-08-01,2021,,,,,,2025-01-27
GCA_018466975.1,genome,Sparassis latifolia,1202976,2021-05-25,2021,,,,,,2025-01-27
GCA_905220315.1,ScPE_H4_f,Saccharomyces cerevisiae PE-2,1220494,2021-02-16,2021,,,,,,2025-01-27
GCF_016861625.1,AkawachiiIFO4308_assembly01,Aspergillus luchuensis,1069201,2021-01-30,2021,,,,,,2025-01-27
GCA_019332025.1,ASM1933202v1,Candidozyma haemuli,45357,2021-07-23,2021,,,,,,2025-01-27
GCA_016906575.1,ASM1690657v1,Ceratobasidium sp. AG-Ba,170446,2021-02-18,2021,,,,,,2025-01-27
GCA_017310615.1,ASM1731061v1,Histoplasma capsulatum var. duboisii H88,544711,2021-03-09,2021,,,,,,2025-01-27
GCA_019551875.1,ASM1955187v1,Verticillium nonalfalfae,1051616,2021-08-11,2021,,,,,,2025-01-27
GCA_017355575.1,ASM1735557v1,Histoplasma capsulatum G186AR,447093,2021-03-09,2021,,,,,,2025-01-27
GCA_017310585.1,ASM1731058v1,Histoplasma capsulatum,5037,2021-03-09,2021,,,,,,2025-01-27
GCA_017309835.1,UM_Calb_Chn1,Candida albicans CHN1,1182532,2021-03-10,2021,,,,,,2025-01-27
GCA_016802225.1,NRCB_FocR1_VCG01220,Fusarium oxysporum f. sp. cubense race 1,1229664,2021-02-04,2021,,,,,,2025-01-27
GCA_016170085.2,USDA_GL1080_v2,Fusarium oxysporum f. sp. fragariae,100903,2021-02-17,2021,,,,,,2025-01-27
GCA_019321765.1,ASM1932176v1,Wickerhamomyces anomalus,4927,2021-07-22,2021,,,,,,2025-01-27
GCA_016802195.1,NRCB_FocR1_VCG0125,Fusarium oxysporum f. sp. cubense,61366,2021-02-04,2021,,,,,,2025-01-27
GCA_021117315.1,ASM2111731v1,Immersiporthe knoxdaviesiana,1276217,2021-12-08,2021,,,,,,2025-01-27
GCF_016861735.1,AchevalieriM1_assembly01,Aspergillus chevalieri,182096,2021-01-30,2021,,,,,,2025-01-27
GCA_017949655.1,ASM1794965v1,Aureobasidium melanogenum,46634,2021-04-14,2021,,,,,,2025-01-27
GCA_017654855.1,PaWa137m,Podospora anserina,2587412,2021-04-12,2021,,,,,,2025-01-27
GCA_016861865.1,ApuulaauensisMK2_assembly01,Aspergillus puulaauensis,1220207,2021-01-30,2021,,,,,,2025-01-27
GCA_017301755.1,ASM1730175v1,Pneumocystis wakefieldiae,38082,2021-03-08,2021,,,,,,2025-01-27
GCA_018127085.1,P2C.v1.0,Pneumocystis sp. 'macacae',2698480,2021-04-23,2021,,,,,,2025-01-27
GCA_019288275.1,ASM1928827v1,Aspergillus niger,5061,2021-07-20,2021,,,,,,2025-01-27
GCA_020647795.1,ASM2064779v1,Trichoderma atroviride,63577,2021-10-27,2021,,,,,,2025-01-27
GCA_019358815.1,Pt76_Chrs,Puccinia triticina,208348,2021-07-27,2021,,,,,,2025-01-27
GCA_002900995.3,Gabo_G3,Ganoderma boninense,34458,2021-10-05,2021,,,,,,2025-01-27
GCA_020809705.1,ASM2080970v1,Calonectria ilicicola,182845,2021-11-09,2021,,,,,,2025-01-27
GCF_019915245.1,ASM1991524v1,Fusarium musae,1042133,2021-09-09,2021,,,,,,2025-01-27
GCA_905067625.1,Bgtriticale_THUN12_genome_v1_2,Blumeria graminis f. sp. triticale,1689686,2021-06-18,2021,,,,,,2025-01-27
GCA_015708445.2,ASM1570844v2,Clitopilus hobsonii,648681,2021-01-25,2021,,,,,,2025-01-27
GCA_023748715.1,Uh1278_v1,Ustilago hordei,120017,2022-06-23,2022,,,,,,2025-01-27
GCA_021378265.1,ASM2137826v1,Epichloe typhina subsp. clarkii,1616224,2022-01-06,2022,,,,,,2025-01-27
GCA_023658475.1,ASM2365847v1,Epichloe elymi,55200,2022-06-07,2022,,,,,,2025-01-27
GCA_943193705.1,grTriPseu1.1,Trichoderma citrinoviride,58853,2022-05-24,2022,,,,,,2025-01-27
GCA_023650705.1,ASM2365070v1,Epichloe brachyelytri,79589,2022-06-06,2022,,,,,,2025-01-27
GCA_023658445.1,ASM2365844v1,Epichloe bromicola,79588,2022-06-07,2022,,,,,,2025-01-27
GCA_021950295.1,ASM2195029v1,Epichloe scottii,2834323,2022-02-04,2022,,,,,,2025-01-27
GCA_023658535.1,ASM2365853v1,Epichloe glyceriae,79591,2022-06-07,2022,,,,,,2025-01-27
GCA_023658565.1,ASM2365856v1,Epichloe typhina subsp. poae,1181997,2022-06-07,2022,,,,,,2025-01-27
GCA_023658505.1,ASM2365850v1,Epichloe gansuensis,447254,2022-06-07,2022,,,,,,2025-01-27
GCA_024198275.1,ASM2419827v1,Epichloe festucae,35717,2022-07-10,2022,,,,,,2025-01-27
GCA_021378235.1,ASM2137823v1,Epichloe typhina subsp. typhina,2570311,2022-01-06,2022,,,,,,2025-01-27
GCA_026184415.1,ASM2618441v1,Trichothecium roseum,47278,2022-11-21,2022,,,,,,2025-01-27
GCA_026075535.2,ASM2607553v2,Tricholoma matsutake,40145,2022-12-26,2022,,,,,,2025-01-27
GCA_023658615.1,ASM2365861v1,Epichloe typhina,5113,2022-06-07,2022,,,,,,2025-01-27
GCA_024514935.1,ASM2451493v1,Fusarium circinatum,48490,2022-08-03,2022,,,,,,2025-01-27
GCA_946403475.1,Wolfe_Tque_UCD657,Torulaspora quercuum,1143185,2022-08-27,2022,,,,,,2025-01-27
GCA_023101225.1,ASM2310122v1,Fusarium solani-melongenae,2747967,2022-04-25,2022,,,,,,2025-01-27
GCA_025433615.1,ASM2543361v1,Fusarium sp. LHS14.1,2898545,2022-10-03,2022,,,,,,2025-01-27
GCA_025433565.1,ASM2543356v1,Fusarium sp. Ph1,2898544,2022-10-03,2022,,,,,,2025-01-27
GCA_025433535.2,AS_Fvan_2.1,Fusarium vanettenii,2747968,2022-12-20,2022,,,,,,2025-01-27
GCA_025433555.1,ASM2543355v1,Fusarium keratoplasticum,1328300,2022-10-03,2022,,,,,,2025-01-27
GCA_024220425.1,ASM2422042v1,Aspergillus fumigatus,746128,2022-07-20,2022,,,,,,2025-01-27
GCA_947241705.1,Smik-IFO1815,Saccharomyces mikatae IFO 1815,226126,2022-11-01,2022,,,,,,2025-01-27
GCA_026367775.1,ASM2636777v1,Exserohilum rostratum,1659837,2022-11-24,2022,,,,,,2025-01-27
GCA_026210745.1,ASM2621074v1,Exobasidium rhododendri,63378,2022-11-16,2022,,,,,,2025-01-27
GCA_023273805.1,ASM2327380v1,Exobasidium cylindrosporum,271129,2022-05-08,2022,,,,,,2025-01-27
GCA_024114885.1,ASM2411488v1,Septoria linicola,215465,2022-07-01,2022,,,,,,2025-01-27
GCA_024399255.1,ASM2439925v1,Encephalitozoon hellem,27973,2022-07-25,2022,,,,,,2025-01-27
GCA_024399295.1,ASM2439929v1,Encephalitozoon intestinalis,58839,2022-07-25,2022,,,,,,2025-01-27
GCA_025426055.1,ASM2542605v1,Alternaria arborescens,156630,2022-09-27,2022,,,,,,2025-01-27
GCA_024752465.1,ASM2475246v1,Allantophomopsis lycopodina,334518,2022-08-28,2022,,,,,,2025-01-27
GCA_024752435.1,ASM2475243v1,Allantophomopsis cytisporea,1484957,2022-08-28,2022,,,,,,2025-01-27
GCA_024703715.1,EnE101_chr_assembly_v3,Erysiphe necator,52586,2022-08-25,2022,,,,,,2025-01-27
GCA_947243785.1,Skud-ZP591,Saccharomyces kudriavzevii ZP591,1165456,2022-11-01,2022,,,,,,2025-01-27
GCA_947243775.1,Skud-IFO1802,Saccharomyces kudriavzevii IFO 1802,226230,2022-11-01,2022,,,,,,2025-01-27
GCA_026873545.1,ASM2687354v1,Fusarium falciforme,195108,2022-12-13,2022,,,,,,2025-01-27
GCA_004011695.2,ASM401169v2,Ascochyta rabiei,5454,2022-08-25,2022,,,,,,2025-01-27
GCA_025948275.1,ASM2594827v1,Fusarium avenaceum,40199,2022-11-01,2022,,,,,,2025-01-27
GCA_025258505.1,ASM2525850v1,Fusarium asiaticum,282267,2022-09-19,2022,,,,,,2025-01-27
GCA_020509005.2,Cfulv_R5_v5,Fulvia fulva,5499,2022-01-24,2022,,,,,,2025-01-27
GCA_023650635.1,ASM2365063v1,Epichloe baconii,47801,2022-06-06,2022,,,,,,2025-01-27
GCA_022965775.1,ASM2296577v1,Cercospora sp. J1 LZ-2022,2929575,2022-04-13,2022,,,,,,2025-01-27
GCA_026725115.1,Cjan_RL44_1.0,Cercospora janseana,706553,2022-12-09,2022,,,,,,2025-01-27
GCA_022641835.1,ASM2264183v1,Cyberlindnera fabianii,36022,2022-03-21,2022,,,,,,2025-01-27
GCA_026585945.1,CBS14366_v1,Candidozyma vulturna,2093215,2022-12-02,2022,,,,,,2025-01-27
GCA_025169555.1,ASM2516955v1,Puccinia striiformis f. sp. tritici,168172,2022-09-14,2022,,,,,,2025-01-27
GCA_024321985.1,QSMG,Laetiporus sulphureus,5630,2022-07-21,2022,,,,,,2025-01-27
GCA_002762355.2,KSU_Pgt_99KS76A_2.0,Puccinia graminis f. sp. tritici,56615,2022-03-30,2022,,,,,,2025-01-27
GCF_017499595.1,MGC_Penvy_1,Psilocybe cubensis,181762,2022-02-04,2022,,,,,,2025-01-27
GCA_939531405.1,gsMetZobe1.1,Metschnikowia zobellii,27328,2022-05-03,2022,,,,,,2025-01-27
GCA_024712875.1,ASM2471287v1,Inonotus hispidus,40469,2022-08-25,2022,,,,,,2025-01-27
GCA_943193625.1,gzMucPiri1.1,Mucor piriformis,105697,2022-06-10,2022,,,,,,2025-01-27
GCA_026650225.1,ASM2665022v1,Candida orthopsilosis,273371,2022-12-05,2022,,,,,,2025-01-27
GCF_022605165.1,ASM2260516v1,Purpureocillium takamizusanense,2060973,2022-03-17,2022,,,,,,2025-01-27
GCA_025854295.1,ASM2585429v1,Lyophyllum decastes,64660,2022-10-26,2022,,,,,,2025-01-27
GCA_023278565.1,ASM2327856v1,Colletotrichum lupini,145971,2022-05-09,2022,,,,,,2025-01-27
GCA_024584535.1,ASM2458453v1,Colletotrichum gigasporum,1543685,2022-08-08,2022,,,,,,2025-01-27
GCA_018416015.2,ASM1841601v2,Coccidioides posadasii str. Silveira,443226,2022-02-01,2022,,,,,,2025-01-27
GCA_026958235.1,ASM2695823v1,Clonostachys rosea,29856,2022-12-16,2022,,,,,,2025-01-27
GCA_946409495.1,Wolfe_Bari_UCD613,Blastobotrys aristatus,44072,2022-08-27,2022,,,,,,2025-01-27
GCA_024346625.1,Cjadinii_01,Cyberlindnera jadinii,4903,2022-07-05,2022,,,,,,2025-01-27
GCA_022560135.1,ASM2256013v1,Botrytis cinerea,40559,2022-03-14,2022,,,,,,2025-01-27
GCA_023523875.1,ASM2352387v1,Cryptococcus neoformans var. neoformans,40410,2022-05-23,2022,,,,,,2025-01-27
GCA_026367875.1,ASM2636787v1,Bipolaris zeicola,5017,2022-11-24,2022,,,,,,2025-01-27
GCA_024072835.1,ASM2407283v1,Epichloe amarillans,42805,2022-06-30,2022,,,,,,2025-01-27
GCA_023920165.1,ASM2392016v1,Curvularia clavata,95742,2022-06-27,2022,,,,,,2025-01-27
GCF_027921745.1,ASM2792174v1,Schizosaccharomyces osmophilus,2545709,2023-01-20,2023,,,,,,2025-01-27
GCA_958267425.1,S. versatalis EI 1.0,Schizosaccharomyces japonicus,4897,2023-07-06,2023,,,,,,2025-01-27
GCA_033182465.1,ASM3318246v1,Sanghuangporus weigelae,1659846,2023-11-01,2023,,,,,,2025-01-27
GCA_029489945.1,ASM2948994v1,Nigrospora osmanthi,2022760,2023-03-30,2023,,,,,,2025-01-27
GCA_029906385.1,ASM2990638v1,Neofusicoccum laricinum,121618,2023-04-30,2023,,,,,,2025-01-27
GCA_033816765.1,ASM3381676v1,Nothopassalora personata,2060155,2023-11-20,2023,,,,,,2025-01-27
GCA_029635245.1,ASM2963524v1,Nannizziopsis arthrosporioides,1254446,2023-04-10,2023,,,,,,2025-01-27
GCA_029952725.1,ASM2995272v1,Salmacisia buchloeana,392538,2023-05-07,2023,,,,,,2025-01-27
GCA_032768795.1,ASM3276879v1,Tremella fuciformis,64657,2023-10-17,2023,,,,,,2025-01-27
GCA_029542925.1,ASM2954292v1,Malassezia vespertilionis,2020962,2023-04-03,2023,,,,,,2025-01-27
GCA_029542845.1,ASM2954284v1,Malassezia nana,180528,2023-04-03,2023,,,,,,2025-01-27
GCA_029542945.1,ASM2954294v1,Malassezia obtusa,76774,2023-04-03,2023,,,,,,2025-01-27
GCA_029542765.1,ASM2954276v1,Malassezia psittaci,1821823,2023-04-03,2023,,,,,,2025-01-27
GCA_029542825.1,ASM2954282v1,Malassezia sp. CBS 17886,3031751,2023-04-03,2023,,,,,,2025-01-27
GCF_028502605.1,ASM2850260v1,Trichoderma breve,2034170,2023-02-09,2023,,,,,,2025-01-27
GCA_034406715.1,ASM3440671v1,Rhodotorula mucilaginosa,5537,2023-12-15,2023,,,,,,2025-01-27
GCA_032882995.1,ASM3288299v1,Schizosaccharomyces versatilis,278131,2023-09-01,2023,,,,,,2025-01-27
GCA_031834405.1,ASM3183440v1,Fusarium oxysporum II5,660034,2023-09-25,2023,,,,,,2025-01-27
GCA_000292605.2,PoP131,Pyricularia oryzae P131,1143193,2023-07-25,2023,,,,,,2025-01-27
GCA_030719095.1,ASM3071909v1,Fusarium oxysporum f. sp. vasinfectum,61374,2023-08-14,2023,,,,,,2025-01-27
GCA_013347535.2,ASM1334753v2,Fusarium oxysporum f. sp. spinaciae,120042,2023-04-06,2023,,,,,,2025-01-27
GCA_032598715.1,ASM3259871v1,Debaryomycetaceae sp. JAC-2022a,2932746,2023-10-12,2023,,,,,,2025-01-27
GCA_029542965.1,ASM2954296v1,Malassezia yamatoensis,253288,2023-04-03,2023,,,,,,2025-01-27
GCA_963573315.1,gzEntParv1.1,Entomortierella parvispora,205924,2023-10-29,2023,,,,,,2025-01-27
GCF_033870435.1,ASM3387043v1,Sordaria macrospora,5147,2023-11-21,2023,,,,,,2025-01-27
GCA_031214725.1,ASM3121472v1,Moesziomyces antarcticus,84753,2023-09-06,2023,,,,,,2025-01-27
