bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
113047,Extracellular Fluid Volume (ECV),Extracellular Fluid Volume (ECV),,Birds,,,,% of body weight,,,,Cells,,'ducks maintained on fresh water 24.9: ducks maintained on salt water 26.4: gulls 38.2: roosters 28.8
111128,Nucleosome repeat length typical of sea urchin sperm,Nucleosome repeat length typical,sea urchin sperm,Black Sea Urchin Arbacia lixula,237.0,,,bp,237.0,,,DNA/RNA structures,237,
112115,Dimensions of chemoreceptor neuron,Dimensions,chemoreceptor neuron,Blowfly Calliphora vicina,,7.0,9.0,um,,7e-06,9e-06,Other,,'diameter 7-9µm: length 22µm: diameter of nucleus 4-6µm
109167,Diameter of hole in mitochondrial porin,Diameter,hole in mitochondrial porin,Bread mold Neurospora crassa,,20.0,30.0,Å,,20.0,30.0,Cell organelles,,'20 to 30
100359,Genome Size,Size,genome,Bread mold Neurospora crassa,39900000.0,,,Base pairs,39900000.0,,,Other,39900000,
102713,genome size,Size,genome,Bread wheat Triticum aestivum,16800.0,,,MBp,16800.0,,,Other,16800,
110347,Change in volume of guard cells during stomatal movement,Change in volume,guard cells during stomatal movement,Broadbean Vicia faba,,,,%,,,,Cells,,'>40
115009,Stomatal aperture size,Size,stomatal aperture,Broadbean Vicia faba,,,,µm,,,,Other,,'onset of experiment 06:00 2.0±1.6 µm: at 11:00 7.4±2.3µm: at 13:00 6.2±2.1Î¼m
117187,"Size of main, cylindrical, âtubularâ eye",Size,"main, cylindrical, âtubularâ eye",Brownsnout spookfish Dolichopteryx longipes,,,,mm,,,,Other,,'height ~6: width 4
110465,Haploid cell volumes in the different cell cycle stages,Haploid cell volumes in the different cell cycle stages,,Budding yeast Saccharomyces cerevisiae,,10.0,50.0,µm^3,,1e-17,5.0000000000000005e-17,Cells,,'G1 phase 10-50µm^3: S phase 20-60µm^3: G2 phase 40-80µm^3 M phase 60-100µm^3
110466,Diploid cell volumes in the different cell cycle stages,Diploid cell volumes in the different cell cycle stages,,Budding yeast Saccharomyces cerevisiae,,20.0,60.0,µm^3,,2e-17,6e-17,Cells,,'G1 phase 20-60µm^3: S phase 30-80µm^3: G2 phase 50-140µm^3: M phase 70-140µm^3
103704,Diploid cell volume,Volume,diploid cell,Budding yeast Saccharomyces cerevisiae,,26.0,74.0,Î¼m^3,,2.6000000000000003e-17,7.400000000000001e-17,Cells,,'26-74
100430,Mean haploid cell volume in exponential phase grown in YEP+glucose at 30°,Mean haploid cell volume in exponential phase grown in YEP+glucose at 30°,,Budding yeast Saccharomyces cerevisiae,37.0,31.1,40.6,µm^3,3.7000000000000003e-17,3.11e-17,4.06e-17,Cells,37,'31.1 - 40.6 Table Link - http://bionumbers.hms.harvard.edu/files/Population%20doubling%20time%2C%20percent%20budded%20cells%2C%20and%20mean%20cell%20volume%20for%20different%20batch%20culture%20media1.pdf
103715,Final replicative volume-volume of cell that can no longer replicate,Final replicative volume-volume,cell that can no longer replicate,Budding yeast Saccharomyces cerevisiae,,160.0,539.0,µm^3,,1.6e-16,5.390000000000001e-16,Cells,,'160-539
110677,Dimensions of mRNP (messenger ribonucleoprotein),Dimensions,mRNP (messenger ribonucleoprotein),Budding yeast Saccharomyces cerevisiae,,20.0,30.0,nm,,2e-08,3.0000000000000004e-08,Small molecules & proteins,,'length 20-30: width 5-7
111865,Diameter of endocytic patch,Diameter,endocytic patch,Budding yeast Saccharomyces cerevisiae,,50.0,300.0,nm,,5.0000000000000004e-08,3.0000000000000004e-07,Other,,'50 - 300
103998,Size of 'replication factory'-replication foci in nucleus,Size,'replication factory'-replication foci in nucleus,Budding yeast Saccharomyces cerevisiae,,180.0,280.0,nm,,1.8000000000000002e-07,2.8e-07,Nuclei,,'180-280
107659,Length of mitochondria of yeast spore cell,Length,mitochondria of yeast spore cell,Budding yeast Saccharomyces cerevisiae,,200.0,300.0,nm,,2.0000000000000002e-07,3.0000000000000004e-07,Cell organelles,,'~200 to 300
111180,Diameter of an autophagosome,Diameter,an autophagosome,Budding yeast Saccharomyces cerevisiae,,400.0,900.0,nm,,4.0000000000000003e-07,9.000000000000001e-07,Other,,'400-900
100451,Cell diameter,Diameter,cell,Budding yeast Saccharomyces cerevisiae,,3.0,6.0,µm,,3e-06,6e-06,Cells,,'~3-6
111353,Specific cell volume,Volume,specific cell,Budding yeast Saccharomyces cerevisiae,2.0,1.0,2.0,ml/g,2.0,1.0,2.0,Cells,2,'1-2
103250,Length of adenosine tail,Length,adenosine tail,Budding yeast Saccharomyces cerevisiae,,55.0,90.0,nucleotides,,55.0,90.0,Other,,'55-90
100202,median length of a yeast RNA molecule,median length,a yeast RNA molecule,Budding yeast Saccharomyces cerevisiae,1474.0,,,nucleotides,1474.0,,,Small molecules & proteins,1474,
100206,Median length of a yeast protein,Median length,a yeast protein,Budding yeast Saccharomyces cerevisiae,385.0,,,aa,385.0,,,Small molecules & proteins,385,
100427,Median haploid cell volume,Volume,median haploid cell,Budding yeast Saccharomyces cerevisiae,42.0,,,µm^3,4.2000000000000005e-17,,,Cells,42,'±2
100447,Nuclear volume (average),Nuclear volume (average),,Budding yeast Saccharomyces cerevisiae,2.9,,,µm^3,2.9e-18,,,Nuclei,2.9,
100452,Cell volume,Volume,cell,Budding yeast Saccharomyces cerevisiae,66.0,,,µm^3,6.6e-17,,,Cells,66,
100459,Genome Size,Size,genome,Budding yeast Saccharomyces cerevisiae,12100000.0,,,Base pairs,12100000.0,,,Other,12100000,
100490,Median cell size of a diploid budding yeast in glucose medium (S288c background),Median cell size,a diploid budding yeast in glucose medium (S288c background),Budding yeast Saccharomyces cerevisiae,82.0,,,µm^3,8.2e-17,,,Cells,82,
100491,Mean nuclear volume of a haploid budding yeast in glucose medium (S288c background),Mean nuclear volume,a haploid budding yeast in glucose medium (S288c background),Budding yeast Saccharomyces cerevisiae,2.9,,,µm^3,2.9e-18,,,Nuclei,2.9,'±0.9
101342,Surface area of nucleus during late anaphase,Surface area,nucleus during late anaphase,Budding yeast Saccharomyces cerevisiae,13.8,,,µm^2,1.38e-11,,,Nuclei,13.8,'±1.62
101343,Surface area of nucleus during early mitosis,Surface area,nucleus during early mitosis,Budding yeast Saccharomyces cerevisiae,12.5,,,µm^2,1.25e-11,,,Nuclei,12.5,'±1.50
101344,Surface area of nucleus during S phase,Surface area,nucleus during S phase,Budding yeast Saccharomyces cerevisiae,8.3,,,µm^2,8.3e-12,,,Nuclei,8.3,'±1.92
101345,surface area of nucleus during G1 phase,surface area,nucleus during G1 phase,Budding yeast Saccharomyces cerevisiae,7.4,,,um^2,7.4e-12,,,Nuclei,7.4,'+-1.15
101350,Surface area of nuclei during late anaphase,Surface area,nuclei during late anaphase,Budding yeast Saccharomyces cerevisiae,13.8,,,µm^2,1.38e-11,,,Nuclei,13.8,'±1.62
101351,Volume of nuclei during early mitosis,Volume,nuclei during early mitosis,Budding yeast Saccharomyces cerevisiae,3.1,,,µm^3,3.1000000000000005e-18,,,Nuclei,3.1,'±0.62
101352,Volume of nuclei during S phase,Volume,nuclei during S phase,Budding yeast Saccharomyces cerevisiae,2.13,,,µm^3,2.1300000000000002e-18,,,Nuclei,2.13,'±0.72
101353,Volume of nuclei during G1 phase,Volume,nuclei during G1 phase,Budding yeast Saccharomyces cerevisiae,1.76,,,µm^3,1.7600000000000003e-18,,,Nuclei,1.76,'±0.41
101396,Volume of Nucleus,Volume,Nucleus,Budding yeast Saccharomyces cerevisiae,3.3,,,µm^3,3.3e-18,,,Nuclei,3.3,
101458,Average gene length,Length,average gene,Budding yeast Saccharomyces cerevisiae,1.4,,,kb,1.4,,,Other,1.4,
101794,"""Rule of thumb"" for cell volume","""Rule of thumb""",""" for cell volume",Budding yeast Saccharomyces cerevisiae,60.0,,,µm^3,6e-17,,,Cells,60,
101796,"""Rule of thumb"" for diameter of cells","""Rule of thumb""",""" for diameter of cells",Budding yeast Saccharomyces cerevisiae,5.0,,,µm,4.9999999999999996e-06,,,Cells,5,
101986,Length of flanking homologous regions required for gene targeting through homologous recombination in yeast,Length,flanking homologous regions required for gene targeting through homologous recombination in yeast,Budding yeast Saccharomyces cerevisiae,,,,bp,,,,Other,,'â¥30
102499,Length of RNA of 16S subunit of small subunit of ribosome,Length,RNA of 16S subunit of small subunit of ribosome,Budding yeast Saccharomyces cerevisiae,1800.0,,,nucleotides,1800.0,,,DNA/RNA structures,1800,
102500,Length of RNA of 5S subunit of large subunit of ribosome,Length,RNA of 5S subunit of large subunit of ribosome,Budding yeast Saccharomyces cerevisiae,118.0,,,nucleotides,118.0,,,DNA/RNA structures,118,
102501,Length of RNA of 5.8S subunit of large subunit of ribosome,Length,RNA of 5.8S subunit of large subunit of ribosome,Budding yeast Saccharomyces cerevisiae,159.0,,,nucleotides,159.0,,,DNA/RNA structures,159,
102502,Length of RNA of 25S subunit of large subunit of ribosome,Length,RNA of 25S subunit of large subunit of ribosome,Budding yeast Saccharomyces cerevisiae,3550.0,,,nucleotides,3550.0,,,DNA/RNA structures,3550,
102577,Length of DNA sequence required to stabilize origin recognition complex,Length,DNA sequence required to stabilize origin recognition complex,Budding yeast Saccharomyces cerevisiae,50.0,,,bp,50.0,,,DNA/RNA structures,50,
103044,Shell volume of phenylalanine tRNA,Shell volume,phenylalanine tRNA,Budding yeast Saccharomyces cerevisiae,36049.0,,,Å^3,3.6049000000000004e-26,,,DNA/RNA structures,36049,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
103061,Shell volume of 20S proteasome,Shell volume,20S proteasome,Budding yeast Saccharomyces cerevisiae,1260000.0,,,Å^3,1.2600000000000001e-24,,,Other,1260000,
103696,Diameter of NPC (Nuclear Pore Complex),Diameter,NPC (Nuclear Pore Complex),Budding yeast Saccharomyces cerevisiae,97.0,,,nm,9.700000000000001e-08,,,Nuclei,97,
103698,"Polyploid cell diameter, surface area and volume",Volume,"polyploid cell diameter, surface area and",Budding yeast Saccharomyces cerevisiae,,,,,,,,Cells,,'Table link - http://tinyurl.com/d8ydxn
103699,Polyploid cell diameter,Diameter,polyploid cell,Budding yeast Saccharomyces cerevisiae,6.4,,,um,6.4e-06,,,Cells,6.4,'+-0.2
103700,Polyploid cell surface area,Area,polyploid cell surface,Budding yeast Saccharomyces cerevisiae,133.9,,,µm^2,1.339e-10,,,Cells,133.9,'±9.5
103701,Polyploid cell volume,Volume,polyploid cell,Budding yeast Saccharomyces cerevisiae,153.6,,,µm^3,1.536e-16,,,Cells,153.6,'±16.5
103702,Relationship between cell age and birth scar size,Size,relationship between cell age and birth scar,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cells,,'Table Link - http://tinyurl.com/ctq3os
103703,Birth scar diameter,Diameter,birth scar,Budding yeast Saccharomyces cerevisiae,3.4,,,µm,3.3999999999999996e-06,,,Other,3.4,'Table Link - http://tinyurl.com/ctq3os
103705,Total mitochondria surface area in cell,Total mitochondria surface area in cell,,Budding yeast Saccharomyces cerevisiae,,,,µm^2,,,,Cell organelles,,'chemically fixed cell 29: cryofixed cell 32 table link - http://bionumbers.hms.harvard.edu/files/Total%20organelle%20surface%20area%20and%20organelle%20volume%20per%20cell.pdf
103706,Total lipid particle volume in cell,Total lipid particle volume in cell,,Budding yeast Saccharomyces cerevisiae,0.4,,,um^3,4.0000000000000004e-19,,,Cells,0.4,'Table link - http://bionumbers.hms.harvard.edu/files/Total%20organelle%20surface%20area%20and%20organelle%20volume%20per%20cell.pdf
103783,Total organelle surface area and organelle volume per cell,Total organelle surface area and organelle volume per cell,,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Total%20organelle%20surface%20area%20and%20organelle%20volume%20per%20cell.pdf
103896,Cell diameter of yeast grown in YEPG medium at 60% DO2,Cell diameter,yeast grown in YEPG medium at 60% DO2,Budding yeast Saccharomyces cerevisiae,5.55,,,µm,5.549999999999999e-06,,,Cells,5.55,'±0.1
103952,Nuclear radius,Radius,nuclear,Budding yeast Saccharomyces cerevisiae,0.95,,,µm,9.499999999999999e-07,,,Nuclei,0.95,
103953,Cell radius,Radius,cell,Budding yeast Saccharomyces cerevisiae,2.58,,,µm,2.58e-06,,,Cells,2.58,'±0.54
104338,Median promoter length,Length,median promoter,Budding yeast Saccharomyces cerevisiae,455.0,,,bp,455.0,,,Other,455,
104709,Summary of nuclear and cell size distributions in asynchronous cultures,Summary,nuclear and cell size distributions in asynchronous cultures,Budding yeast Saccharomyces cerevisiae,,,,,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Summary%20of%20nuclear%20and%20cell%20size%20distributions%20in%20asynchronous%20cultures.pdf
105094,Volume of cell occupied by water,Volume,cell occupied by water,Budding yeast Saccharomyces cerevisiae,68.0,,,%,68.0,,,Cells,68,
105103,Mean cell volume for different batch culture media,Mean cell volume for different batch culture media,,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cells,,'Table Link - http://bionumbers.hms.harvard.edu/files/populationtyson1978.pdf
105224,Size of average protein,Size,average protein,Budding yeast Saccharomyces cerevisiae,467.0,,,Amino acids,467.0,,,Small molecules & proteins,467,'±29 table link - http://bionumbers.hms.harvard.edu/files/Numbers%20and%20mean%20lengths%20for%20proteins%20and%20pseudogenes%20in%20four%20eukaryotes.pdf
105627,Volume of nuclei during late anaphase,Volume,nuclei during late anaphase,Budding yeast Saccharomyces cerevisiae,2.83,,,µm^3,2.8300000000000003e-18,,,Nuclei,2.83,'±0.53
106356,Volume of nucleus,Volume,nucleus,Budding yeast Saccharomyces cerevisiae,10.3,,,Î¼m^3,1.0300000000000002e-17,,,Nuclei,10.3,'±3.7
106448,Median protein length,Length,median protein,Budding yeast Saccharomyces cerevisiae,379.0,,,Amino acids,379.0,,,Small molecules & proteins,379,'Table link - http://bionumbers.hms.harvard.edu/files/Median%20protein%20lengths%20in%20eukaryotic%2C%20bacterial%20and%20archaeal%20organisms.pdf
106558,Nucleus and nucleolus sizes of different strains,Nucleus and nucleolus sizes,different strains,Budding yeast Saccharomyces cerevisiae,,,,,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Nucleus%20and%20nucleolus%20sizes%20of%20different%20strains.pdf
106930,Length of essential Aâ¢T origin of replication sequence,Length,essential Aâ¢T origin of replication sequence,Budding yeast Saccharomyces cerevisiae,11.0,,,bp,11.0,,,Other,11,
107328,Length of genome,Length,genome,Budding yeast Saccharomyces cerevisiae,2.0,,,mm,0.002,,,Other,2,
107609,Diameter of vacuole,Diameter,vacuole,Budding yeast Saccharomyces cerevisiae,2.1,,,Î¼m,2.1e-06,,,Cell organelles,2.1,'±0.6
107660,Nuclear volume of yeast spore cell,Nuclear volume,yeast spore cell,Budding yeast Saccharomyces cerevisiae,0.28,,,Î¼m^3,2.8000000000000005e-19,,,Nuclei,0.28,
107661,Vacuole volume of yeast spore cell,Vacuole volume,yeast spore cell,Budding yeast Saccharomyces cerevisiae,,,,Î¼m^3,,,,Cell organelles,,'~0.7
107678,Average length of mRNA,Average length,mRNA,Budding yeast Saccharomyces cerevisiae,,,,nts,,,,DNA/RNA structures,,"'~1,250"
107880,Preferred nucleosome linker lengths,Preferred nucleosome linker lengths,,Budding yeast Saccharomyces cerevisiae,,,,bp,,,,DNA/RNA structures,,'10.41n+4.6 or 10.47n+5.5
108257,Size of (ellipsoid) diploid cell,Size,(ellipsoid) diploid cell,Budding yeast Saccharomyces cerevisiae,,,,Î¼m,,,,Cells,,'5 Ñ 6
108258,Diameter of (spheroid) haploid cell,Diameter,(spheroid) haploid cell,Budding yeast Saccharomyces cerevisiae,,,,Î¼m,,,,Cells,,'4
108294,Volumetric measurement of cells and cell components,Volumetric measurement,cells and cell components,Budding yeast Saccharomyces cerevisiae,,,,Î¼m^3,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumetric%20measurement%20of%20S.%20cerevisiae%20cells%20and%20cell%20components.pdf
108295,Length and diameter of cell and various components,Length and diameter,cell and various components,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Length%20and%20diameter%20of%20S.%20cerevisiae%20cell%20and%20various%20components.pdf
108315,Size and composition of yeast cells,Size and composition,yeast cells,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Size%20and%20composition%20of%20yeast%20cells.pdf
108375,Coefficient of variation of haploid cell size at budding,Coefficient,variation of haploid cell size at budding,Budding yeast Saccharomyces cerevisiae,,,,unitless,,,,Cells,,'~0.17
108376,Daughter cell size as percent of mother cell size under nutrient limitation conditions,Daughter cell size as percent,mother cell size under nutrient limitation conditions,Budding yeast Saccharomyces cerevisiae,,,,%,,,,Cells,,'<20
108943,Size of cell,Size,cell,Budding yeast Saccharomyces cerevisiae,6.0,,,Î¼m,6e-06,,,Cells,6,'Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
109397,Mitochondria volume,Volume,mitochondria,Budding yeast Saccharomyces cerevisiae,,,,Î¼m^3,,,,Cell organelles,,'Haploid strain 0.16: Diploid strain 0.14
109469,"Nucleic acid and protein content of S. cerevisiae, and cell volume",Nucleic acid and protein content,"S. cerevisiae, and cell volume",Budding yeast Saccharomyces cerevisiae,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Nucleic%20acid%20and%20protein%20content%20of%20S.%20cerevisiae%2C%20and%20cell%20volume.pdf
109876,Typical replicon size,Size,typical replicon,Budding yeast Saccharomyces cerevisiae,,,,kb,,,,Other,,'~100
110467,Minimum size requirement to be in G1 phase,Minimum size requirement to be in G1 phase,,Budding yeast Saccharomyces cerevisiae,,,,µm^3,,,,Other,,'haploid cell 10µm^3: diploid cell 20µm^3
110573,Measured mean vesicle (of endocytic pathway) diameter,Diameter,measured mean vesicle (of endocytic pathway),Budding yeast Saccharomyces cerevisiae,82.0,,,nm,8.2e-08,,,Cell organelles,82,
110671,Typical nuclear surface area,Area,typical nuclear surface,Budding yeast Saccharomyces cerevisiae,7.4,,,Î¼m^2,7.4e-12,,,Nuclei,7.4,
110673,Nuclear diameter,Diameter,nuclear,Budding yeast Saccharomyces cerevisiae,2.0,,,µm,2e-06,,,Nuclei,2,
110674,Diameter of volume within which chromatin loci diffuse,Diameter,volume within which chromatin loci diffuse,Budding yeast Saccharomyces cerevisiae,,,,µm,,,,DNA/RNA structures,,'~0.5
110675,Dimensions of NPCs (nuclear pore complexes),Dimensions,NPCs (nuclear pore complexes),Budding yeast Saccharomyces cerevisiae,,,,nm,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Dimensions%20of%20Yeast%20NPCs.pdf
110952,Size of hexose transporters Hxt1 and Hxt7 (each),Size,hexose transporters Hxt1 and Hxt7 (each),Budding yeast Saccharomyces cerevisiae,570.0,,,amino acids,570.0,,,Other,570,
111106,Dimensions of tubular invaginations of the plasma membrane associated with actin patches,Dimensions,tubular invaginations of the plasma membrane associated with actin patches,Budding yeast Saccharomyces cerevisiae,,,,nm,,,,Cell organelles,,'diameter 50nm: length â¤180nm
111362,Approximate volume of nuclear pore complex transporter region,Approximate volume,nuclear pore complex transporter region,Budding yeast Saccharomyces cerevisiae,30000.0,,,nm^3,3e-23,,,Nuclei,30000,
111478,Median spindle model length,Length,median spindle model,Budding yeast Saccharomyces cerevisiae,,,,µm,,,,Other,,'meiosis I 2.0µm: meiosis II 1.71µm table link - http://bionumbers.hms.harvard.edu/files/Spindle%20model%20lengths%20and%20microtubule%20composition.pdf
111542,Dimensions of ribosome,Dimensions,ribosome,Budding yeast Saccharomyces cerevisiae,,,,Å,,,,Cell organelles,,'height ~254 Å: width ~278 Å: thickness ~267 Å
111610,Average length of a gene,Average length,a gene,Budding yeast Saccharomyces cerevisiae,1.0,,,kb,1.0,,,Other,1,
111673,Length of chromosomal origin of replication,Length,chromosomal origin of replication,Budding yeast Saccharomyces cerevisiae,,,,base pairs,,,,Other,,'~200
111866,Surface area of endocytic vesicle,Surface area,endocytic vesicle,Budding yeast Saccharomyces cerevisiae,6400.0,,,nm^2,6.400000000000001e-15,,,Cell organelles,6400,"'±1,900"
111978,Average cell volume,Volume,average cell,Budding yeast Saccharomyces cerevisiae,,,,µm^3,,,,Cells,,'untreated cells 86±2: rapamycin treated cells 130±7
111979,Comparison of cell and vacuole size measurements,Comparison,cell and vacuole size measurements,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Comparison%20of%20cell%20and%20vacuole%20size%20measurements.pdf
112149,Average length of Okazaki fragment,Average length,Okazaki fragment,Budding yeast Saccharomyces cerevisiae,,,,bp,,,,Other,,'~165
112806,Specific cell volume,Volume,specific cell,Budding yeast Saccharomyces cerevisiae,1.7,,,ml/gDW,1.7,,,Cells,1.7,
114945,Volume of cell,Volume,cell,Budding yeast Saccharomyces cerevisiae,,,,µm^3,,,,Cells,,'69µm^3 at growth rate 0.35h^-1: 52.6µm^3 averaged over seven growth rates
114948,Average cell volume of adult (at 120 min of growth),Average cell volume,adult (at 120 min of growth),Budding yeast Saccharomyces cerevisiae,67.5,,,µm^3,6.75e-17,,,Cells,67.5,
114949,Cell volume,Volume,cell,Budding yeast Saccharomyces cerevisiae,7.3,,,µm^3,7.3e-18,,,Cells,7.3,'±3
101406,Volume of Nuclei in lung tissue,Volume,Nuclei in lung tissue,Canyon mouse Peronyscus crinitus,153.0,,,µm^3,1.5300000000000002e-16,,,Nuclei,153,
103925,Nuclear diameter,Diameter,nuclear,Canyon mouse Peronyscus crinitus,13.0,,,µm,1.3e-05,,,Nuclei,13,
103175,Percent of prefrontal lobe volume out of neocortex volume,Percent,prefrontal lobe volume out of neocortex volume,Cat,3.5,,,%,3.5,,,Other,3.5,
112117,Diameter of neuron in caudate nucleus,Diameter,neuron in caudate nucleus,Cat Felis silvestris catus,,10.0,15.0,µm,,9.999999999999999e-06,1.4999999999999999e-05,Nuclei,,'majority of neurons 10-15µm: much less abundant neurons 18-20µm: total range 7.5-32.5µm
112111,Mean diameter of soma and of intramedullary axon of triceps surae alpha-motoneuron,Mean diameter,soma and of intramedullary axon of triceps surae alpha-motoneuron,Cat Felis silvestris catus,,,,µm,,,,Other,,'soma at birth 39.6µm: soma in adult 57.6µm: axon at birth 2.4µm: axon in adult 6.7µm
104470,"Outdated value of largest known genome size - [dubious report, see comments. For updated value see BNID 117342]",Outdated value,"largest known genome size - [dubious report, see comments. For updated value see BNID 117342]",Chaos chaos,670000000000.0,,,bp,670000000000.0,,,Other,670000000000,
117342,Genome size,Size,genome,Chaos chaos,1369.0,,,Gbp,1369.0,,,Other,1369,
100282,Genome Size,Size,genome,Chicken Gallus gallus,1050000000.0,,,Base pairs,1050000000.0,,,Other,1050000000,
101399,Volume of Nuclei in embryo tissue,Volume,Nuclei in embryo tissue,Chicken Gallus gallus,210.0,,,um^3,2.1e-16,,,Nuclei,210,
102200,Developmental stages including approximate age and size,Size,developmental stages including approximate age and,Chicken Gallus gallus,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/28developmentalstagesIVchick.pdf
102925,Red blood cell dimensions (elliptical shape),Red blood cell dimensions (elliptical shape),,Chicken Gallus gallus,,,,µm,,,,Cells,,'7.3 short diameter: 12.1 long diameter
104643,Erythrocyte volume,Volume,erythrocyte,Chicken Gallus gallus,121.0,,,Î¼m^3,1.2100000000000002e-16,,,Other,121,'±1
105108,Volume of chick dorsal root ganglia (DRG) cell,Volume,chick dorsal root ganglia (DRG) cell,Chicken Gallus gallus,175.0,,,µm^3,1.75e-16,,,Cells,175,
105693,Radius of round fibroblast cell,Radius,round fibroblast cell,Chicken Gallus gallus,7.0,,,µm,7e-06,,,Cells,7,'±1
112517,Organelle size,Size,organelle,Chicken Gallus gallus,,,,nm,,,,Cell organelles,,'Golgi tubule diameter ~180nm: ER [endoplasmic reticulum] network branch diameter ~115nm
114287,Length of central Î±-helical coiled-coil rod domain that lamin monomer is composed of,Length,central Î±-helical coiled-coil rod domain that lamin monomer is composed of,Chicken Gallus gallus,,,,nm,,,,Other,,'~50
111390,Genome size (Golden Path Length),Genome size (Golden Path Length),,Chimpanzee Pan troglodytes,3310000000.0,,,bp,3310000000.0,,,Other,3310000000,
115313,Length of seminiferous epithelial cycle,Length,seminiferous epithelial cycle,Chinese hamster,,,,days,,,,Other,,'during the first weeks of life 9 days: in adults 17
108915,Size of cell,Size,cell,Chinese hamster ovary (CHO),,14.0,17.0,Î¼m,,1.4e-05,1.7e-05,Cells,,'14 to 17 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
101901,Diameter of cell,Diameter,cell,Chinese hamster ovary (CHO),,14.02,15.21,µm,,1.402e-05,1.521e-05,Cells,,'14.02-15.21
101400,Volume of Nuclei in ovary tissue,Volume,Nuclei in ovary tissue,Chinese hamster ovary (CHO),188.0,,,µm^3,1.8800000000000002e-16,,,Nuclei,188,
104382,Endosome volume,Volume,endosome,Chinese hamster ovary (CHO),0.8,,,µm^3,8.000000000000001e-19,,,Other,0.8,
104383,Endosome volume 75 minutes after internalization with polyamidoamine (PAM),Endosome volume 75 minutes after internalization with polyamidoamine (PAM),,Chinese hamster ovary (CHO),3.2,,,µm^3,3.2000000000000003e-18,,,DNA/RNA structures,3.2,
104384,Endosome volume 75 minutes after internalization with polylysine (POL),Endosome volume 75 minutes after internalization with polylysine (POL),,Chinese hamster ovary (CHO),1.1,,,µm^3,1.1000000000000001e-18,,,DNA/RNA structures,1.1,
108888,Diameter of CHO-M1 cell,Diameter,CHO-M1 cell,Chinese hamster ovary (CHO),14.0,,,Î¼m,1.4e-05,,,Cells,14,
117184,Width of eye and diameter of pupil,Width,eye and diameter of pupil,Chiton Acanthopleura granulata,,65.0,80.0,µm,,6.5e-05,7.999999999999999e-05,Other,,'eye width 65 - 80: pupil diameter 35 - 50
110528,Chloroplast volume,Volume,chloroplast,Chlamydomonas reinhardtii,129.13,,,µm^3,1.2913000000000001e-16,,,Cell organelles,129.13,'Table link - http://bionumbers.hms.harvard.edu/files/Absolute%20and%20relative%20volume%20of%20several%20specimen%20organelles.pdf
110529,Pyrenoid volume,Volume,pyrenoid,Chlamydomonas reinhardtii,3.42,,,µm^3,3.4200000000000003e-18,,,Other,3.42,'Table link - http://bionumbers.hms.harvard.edu/files/Absolute%20and%20relative%20volume%20of%20several%20specimen%20organelles.pdf
110530,Cell volume,Volume,cell,Chlamydomonas reinhardtii,271.6,,,µm^3,2.7160000000000006e-16,,,Cells,271.6,'Table link - http://bionumbers.hms.harvard.edu/files/Absolute%20and%20relative%20volume%20of%20several%20specimen%20organelles.pdf
111326,Width of thylakoid lumen,Width,thylakoid lumen,Chlamydomonas reinhardtii,9.0,,,nm,9.000000000000001e-09,,,Other,9,'±1.4
111327,Average width of interthylakoidal stromal space,Average width,interthylakoidal stromal space,Chlamydomonas reinhardtii,3.6,,,nm,3.6000000000000004e-09,,,Other,3.6,'±0.5
111330,Size of spherical plastoglobules (non-starch) in chloroplast,Size,spherical plastoglobules (non-starch) in chloroplast,Chlamydomonas reinhardtii,64.0,,,nm,6.4e-08,,,Cell organelles,64,'±15
111331,Diameter of cylindrical pyrenoid tubules in chloroplast,Diameter,cylindrical pyrenoid tubules in chloroplast,Chlamydomonas reinhardtii,107.0,,,nm,1.07e-07,,,Cell organelles,107,'±26
108149,Monas sp. volume estimates after preservation as percent of live volume,Monas sp. volume estimates after preservation as percent,live volume,Chlamydomonas spp.,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Monas%20sp.%20Volume%20estimates%20after%20preservation%20as%20percent%20of%20live%20volume.pdf
