bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
109399,Mitochondria volume in HeLa cell,Mitochondria volume in HeLa cell,,Human Homo sapiens,0.29,,,Î¼m^3,2.9e-19,,,Cell organelles,0.29,
100929,Mitochondria volume share in the cell,Mitochondria volume share in the cell,,Mouse Mus musculus,,4.0,48.0,%,,4.0,48.0,Cell organelles,,'4-48
109408,Mitochondrial volume in HeLa cells 0 to 19 hours after mitosis,Mitochondrial volume in HeLa cells 0 to 19 hours after mitosis,,Human Homo sapiens,,0.27,0.31,Î¼m^3,,2.7000000000000006e-19,3.1000000000000004e-19,Cell organelles,,'0.27 to 0.31 Table link - http://bionumbers.hms.harvard.edu/files/Estimates%20of%20Three-Dimensional%20Cellular%20and%20Mitochondrial%20Parameters.pdf
104478,Molar volume of ubiquinone 10,Molar volume,ubiquinone 10,Generic,1.07,,,liter/mol,1.07,,,Other,1.07,
108149,Monas sp. volume estimates after preservation as percent of live volume,Monas sp. volume estimates after preservation as percent,live volume,Chlamydomonas spp.,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Monas%20sp.%20Volume%20estimates%20after%20preservation%20as%20percent%20of%20live%20volume.pdf
115196,Monocyte volume distribution,Monocyte volume distribution,,Human Homo sapiens,,,,%,,,,Other,,'nucleus 25.9%: granules 2.6%: mitochondria 3.5%: cytoplasm 68.1
112928,Native cytoplasmic volume in HeLa cell,Native cytoplasmic volume in HeLa cell,,Human Homo sapiens,,,,pL,,,,Cell organelles,,'maximum 4.4 pL: median 1.6±0.7 pL
115195,Neutrophil volume distribution,Neutrophil volume distribution,,Human Homo sapiens,,,,%,,,,Other,,'nucleus 21.3%: granules 15.4%: mitochondria 0.6%: cytoplasm 62.7
108547,Non water volume of chloroplast,Non water volume,chloroplast,Pea Pisum sativum,17.0,,,Î¼m^3,1.7000000000000002e-17,,,Cell organelles,17,
108812,Normalized extracellular aqueous volume (Vex) for A. tumefaciens AGL1,Normalized extracellular aqueous volume (Vex) for A. tumefaciens AGL1,,Bacteria Agrobacterium tumefaciens,3.7,,,Î¼L/mg,3.7,,,Cells,3.7,
108811,Normalized extracellular aqueous volume (Vex) for E. coli BL21(DE3),Normalized extracellular aqueous volume (Vex) for E. coli BL21(DE3),,Bacteria Escherichia coli,3.6,,,Î¼L/mg,3.6,,,Cells,3.6,
108814,Normalized intracellular aqueous volume (Vin) for A. tumefaciens AGL1,Normalized intracellular aqueous volume (Vin) for A. tumefaciens AGL1,,Bacteria Agrobacterium tumefaciens,1.8,,,Î¼L/mg,1.8,,,Cells,1.8,
108813,Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),,Bacteria Escherichia coli,1.9,,,Î¼L/mg,1.9,,,Cells,1.9,
108815,Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),,Bacteria Escherichia coli,6.7,,,Î¼L/cell,6.7,,,Cells,6.7E-10,
104715,Nuclear and intrachromosomal volume of HeLa cells uninfected and infected by herpes simplex virus,Nuclear and intrachromosomal volume,HeLa cells uninfected and infected by herpes simplex virus,Human Homo sapiens,,,,,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Nuclear%20and%20interchromosomal%20volumes.pdf
107660,Nuclear volume of yeast spore cell,Nuclear volume,yeast spore cell,Budding yeast Saccharomyces cerevisiae,0.28,,,Î¼m^3,2.8000000000000005e-19,,,Nuclei,0.28,
106665,Nuclear volume of HeLa cell,Nuclear volume,HeLa cell,Human Homo sapiens,220.0,,,µm^3,2.2000000000000002e-16,,,Nuclei,220,'Table link - http://bionumbers.hms.harvard.edu/files/HeLa%20and%20COS7%20cell%20and%20nucleus'%20diameter%20and%20volume.pdf
100302,Nuclear volume of a stage VI Xenopus laevis oocyte,Nuclear volume,a stage VI Xenopus laevis oocyte,African clawed frog Xenopus laevis,40.0,,,nL,4e-11,,,Nuclei,40,
100447,Nuclear volume (average),Nuclear volume (average),,Budding yeast Saccharomyces cerevisiae,2.9,,,µm^3,2.9e-18,,,Nuclei,2.9,
107801,"Nuclear volume and cell volume in shoot meristems of 14 species of herbaceous angiosperms, and average nuclear volume/cell volume for each species",Nuclear volume and cell volume in shoot meristems,"14 species of herbaceous angiosperms, and average nuclear volume/cell volume for each species",Plants,,,,,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Nuclear%20volume%20and%20cell%20volume%20in%20shoot%20meristems%20of%2014%20species%20of%20herbaceous%20angiosperms%2C%20and%20average%20nuclear%20volume-cell%20volume%20for%20each%20species.pdf
107800,"Nuclear volumes, DNA content per cell, interphase chromosome volumes, and DNA content per chromosome of 30 species of higher plants","Nuclear volumes, DNA content per cell, interphase chromosome volumes, and DNA content per chromosome",30 species of higher plants,Plants,,,,,,,,DNA/RNA structures,,'Table link - http://bionumbers.hms.harvard.edu/files/Nuclear%20volumes%2C%20DNA%20content%20per%20cell%2C%20interphase%20chromosome%20volumes%2C%20and%20DNA%20content%20per%20chromosome%20of%2030%20species%20of%20higher%20plants.pdf
109469,"Nucleic acid and protein content of S. cerevisiae, and cell volume",Nucleic acid and protein content,"S. cerevisiae, and cell volume",Budding yeast Saccharomyces cerevisiae,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Nucleic%20acid%20and%20protein%20content%20of%20S.%20cerevisiae%2C%20and%20cell%20volume.pdf
106579,OD-specific total cell volume when grown on complex medium and different carbon sources,OD-specific total cell volume when grown on complex medium and different carbon sources,,Bacteria Escherichia coli,,2.4,4.5,Î¼l/ml/OD,,2.4,4.5,Cells,,'2.4 to 4.5 table link - http://bionumbers.hms.harvard.edu/files/Measured%20cell%20parameters%20on%20different%20growth%20conditions.pdf
113316,Origin of microscopic cyanobacteria-like organisms and their biovolume,Origin,microscopic cyanobacteria-like organisms and their biovolume,Cyanobacteria,,3.0,500.0,,,,,Cells,,"'evolved by â¼3,500 - 3,400Mya: biovolume of â¼3.4×10^â6mm^3"
102508,Partial specific volumes of the ribosomal components,Partial specific volumes,the ribosomal components,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Partial%20specific%20volumes%20of%20the%20ribosomal%20components.jpg
104372,Percent of nucleus out of total mesophyll cell volume,Percent,nucleus out of total mesophyll cell volume,Spinach Spinacia oleracea,0.3,,,%,0.3,,,Nuclei,0.3,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
104371,Percent of mitochondria volume out of total mesophyll cell volume,Percent,mitochondria volume out of total mesophyll cell volume,Spinach Spinacia oleracea,0.5,,,%,0.5,,,Cell organelles,0.5,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
104370,Percent of cytosol out of mesophyll cell volume,Percent,cytosol out of mesophyll cell volume,Spinach Spinacia oleracea,3.0,,,%,3.0,,,Cells,3,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
103175,Percent of prefrontal lobe volume out of neocortex volume,Percent,prefrontal lobe volume out of neocortex volume,Cat,3.5,,,%,3.5,,,Other,3.5,
103174,Percent of prefrontal lobe volume out of neocortex volume,Percent,prefrontal lobe volume out of neocortex volume,macaque,11.5,,,Percent,11.5,,,Other,11.5,
103176,Percent of prefrontal lobe volume out of neocortex volume,Percent,prefrontal lobe volume out of neocortex volume,dog,12.5,,,Percent,12.5,,,Other,12.5,
104369,Percent of chloroplast out of mesophyll cell volume,Percent,chloroplast out of mesophyll cell volume,Spinach Spinacia oleracea,16.0,,,%,16.0,,,Cell organelles,16,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
102245,Percent of cytoplasmic volume out of total cell volume during cytokinesis,Percent,cytoplasmic volume out of total cell volume during cytokinesis,Fission yeast Schizosaccharomyces pombe,29.0,,,%,29.0,,,Cell organelles,29,
103172,Percent of prefrontal lobe volume out of neocortex volume,Percent,prefrontal lobe volume out of neocortex volume,Human Homo sapiens,29.0,,,%,29.0,,,Other,29,
103642,Percent of pancreas volume occupied by Islet of Langerhans,Percent,pancreas volume occupied by Islet of Langerhans,Human Homo sapiens,,1.0,2.0,%,,1.0,2.0,Other,,'1-2
108586,Percent of volume occupied by internal vacuoles in certain bacterial genera,Percent,volume occupied by internal vacuoles in certain bacterial genera,bacteria,,40.0,98.0,%,,40.0,98.0,DNA/RNA structures,,'40 to 98
109403,Percent of cytoplasm volume out of total cell volume in HeLa cells 0 to 19 hours after mitosis,Percent,cytoplasm volume out of total cell volume in HeLa cells 0 to 19 hours after mitosis,Human Homo sapiens,,68.0,74.9,%,,68.0,74.9,Cell organelles,,'68 to 74.9 Table link - http://bionumbers.hms.harvard.edu/files/Estimates%20of%20Three-Dimensional%20Cellular%20and%20Mitochondrial%20Parameters.pdf
108591,Percent of cytoplasmic volume occupied by ribosome-rich regions ('protein factories'),Percent,cytoplasmic volume occupied by ribosome-rich regions ('protein factories'),bacteria,,,,%,,,,Small molecules & proteins,,'~50
108949,Percent of cellular volume occupied by ribosomes (in logarithmic growth phase),Percent,cellular volume occupied by ribosomes (in logarithmic growth phase),Bacteria Spiroplasma melliferum,,,,%,,,,Cell organelles,,'~5
109401,Percent that DNA makes of the sperm head volume,Percent that DNA makes,the sperm head volume,Mammals,,,,%,,,,DNA/RNA structures,,'~20
117293,Periplasmic volume in Synechococcus WH8102,Periplasmic volume in Synechococcus WH8102,,Cyanobacteria,2.0,,,litres,2.0,,,Cell organelles,2E-17,
117294,Periplasmic volume in Synechococcus WH8102,Periplasmic volume in Synechococcus WH8102,,Cyanobacteria,2.0,,,litres,2.0,,,Cell organelles,2E-17,
112357,"Plasma volume, red cell volume, total blood volume and hematocrit in pregnancy","Plasma volume, red cell volume, total blood volume and hematocrit in pregnancy",,Human Homo sapiens,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Plasma%20volume%2C%20red%20cell%20volume%2C%20total%20blood%20volume%20and%20hematocrit%20in%20pregnancy.pdf
108874,Relationship between the intracellular volume and the protein content of MDCK cells,Relationship between the intracellular volume and the protein content,MDCK cells,Mammalian tissue culture cell,5.05,,,Î¼l/mg of protein,5.05,,,Small molecules & proteins,5.05,
106290,Relative volumes of the subcellular compartments within the total volume of mesophyll cells in various plants,Relative volumes,the subcellular compartments within the total volume of mesophyll cells in various plants,Plants,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Relative%20volumes%20of%20the%20subcellular%20compartments.pdf
110373,Relative volumes occupied by the major compartments in a liver cell (hepatocyte),Relative volumes occupied by the major compartments in a liver cell (hepatocyte),,Eukaryotes,,,,% of total cell volume,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Relative%20volumes%20occupied%20by%20the%20major%20compartments%20in%20a%20liver%20cell%20(hepatocyte).pdf
108314,"Roughness and section analyses, changes in morphology, mean cell volume and bearing volume analyses of ethanol stressed yeasts","Roughness and section analyses, changes in morphology, mean cell volume and bearing volume analyses",ethanol stressed yeasts,Yeast,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Roughness%20and%20section%20analyses%2C%20changes%20in%20morphology%2C%20mean%20cell%20volume%20and%20bearing%20volume%20analyses%20of%20the%20ethanol%20stressed%20yeasts.pdf
109892,Selected values of sperm cell volume,Selected values,sperm cell volume,Human Homo sapiens,,15.4,37.5,Î¼m^3,,1.54e-17,3.7500000000000005e-17,Cells,,'15.4 - 37.5 Table link - http://bionumbers.hms.harvard.edu/files/Selected%20values%20of%20the%20human%20sperm%20volume.pdf
103046,Shell volume of hammerhead ribozyme,Shell volume,hammerhead ribozyme,Unspecified,22869.0,,,A^3,2.2869000000000002e-26,,,Other,22869,
103044,Shell volume of phenylalanine tRNA,Shell volume,phenylalanine tRNA,Budding yeast Saccharomyces cerevisiae,36049.0,,,Å^3,3.6049000000000004e-26,,,DNA/RNA structures,36049,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
103052,Shell volume of DNA-protein complex,Shell volume,DNA-protein complex,Epstein-Barr virus,67108.0,,,Å^3,6.7108e-26,,,Small molecules & proteins,67108,
103042,Shell volume of Group I ribozyme,Shell volume,Group I ribozyme,Bacteria Azoarcus sp.,132763.0,,,A^3,1.32763e-25,,,Cells,132763,
103039,Shell volume of RNase P,Shell volume,RNase P,Bacteria Geobacillus stearothermophilus,169321.0,,,A^3,1.6932100000000001e-25,,,DNA/RNA structures,169321,
103050,Shell volume of DNA Polymerase,Shell volume,DNA Polymerase,Bacteriophage RB69,203768.0,,,Å^3,2.0376800000000002e-25,,,DNA/RNA structures,203768,
103048,Shell volume of nucleosome,Shell volume,nucleosome,Various,328000.0,,,Å^3,3.2800000000000004e-25,,,DNA/RNA structures,328000,
103061,Shell volume of 20S proteasome,Shell volume,20S proteasome,Budding yeast Saccharomyces cerevisiae,1260000.0,,,Å^3,1.2600000000000001e-24,,,Other,1260000,
103037,Shell volume of 30S ribosome subunit,Shell volume,30S ribosome subunit,Bacteria Thermus thermophilus,1290000.0,,,Å^3,1.29e-24,,,Cell organelles,1290000,
103058,Shell volume of chaperonin,Shell volume,chaperonin,Archaea Thermoplasma acidophilum,1700000.0,,,Å^3,1.7e-24,,,Other,1700000,
103035,Shell volume of 50S ribosome subunit,Shell volume,50S ribosome subunit,Archaea Haloarcula marismortui,2290000.0,,,Å^3,2.29e-24,,,Cell organelles,2290000,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
103056,Shell volume of ringspot virus,Shell volume,ringspot virus,Tobacco ringspot virus,6420000.0,,,A^3,6.42e-24,,,Other,6420000,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
103054,Shell volume of Simian virus 40,Shell volume,Simian virus 40,SIV,26600000.0,,,Å^3,2.66e-23,,,Other,26600000,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
106577,Single cell volume when grown on complex medium and different carbon sources,Single cell volume when grown on complex medium and different carbon sources,,Bacteria Escherichia coli,,1.5,4.4,Î¼m^3,,1.5000000000000001e-18,4.4000000000000005e-18,Cells,,'1.5 to 4.4 table link - http://bionumbers.hms.harvard.edu/files/Measured%20cell%20parameters%20on%20different%20growth%20conditions.pdf
102475,Solvent-excluded Volume of 50S subunit of ribosome,Solvent-excluded Volume,50S subunit of ribosome,Bacteria Escherichia coli,1396.0,,,nm^3,1.396e-24,,,Cell organelles,1396,
107060,Span of sizes (volumes) of all organisms and maximum sized organisms ever to have existed,Span,sizes (volumes) of all organisms and maximum sized organisms ever to have existed,Biosphere,,,,Orders of magnitude,,,,Tissues & organs,,'>16 maximum sized organisms: >22 all living organisms
108131,Specific cell volume of Saccharomyces cerevisiae and Candida utilis (general mention not actual measurement),Specific cell volume,Saccharomyces cerevisiae and Candida utilis (general mention not actual measurement),Yeast,2.0,,,ml/g,2.0,,,Cells,2,
108133,Specific cell volumes at various steady states,Specific cell volumes at various steady states,,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Specific%20cell%20volumes%20at%20various%20steady%20states.pdf
103202,Spinal cord proportion out of central nervous system (by volume),Spinal cord proportion out,central nervous system (by volume),Human Homo sapiens,2.0,,,Percent,2.0,,,Other,2,
103200,Spinal cord proportion out of central nervous system (by volume),Spinal cord proportion out,central nervous system (by volume),Rat Rattus norvegicus,35.0,,,Percent,35.0,,,Other,35,
106852,Surface area and volume of spermatozoa,Surface area and volume,spermatozoa,Human Homo sapiens,,,,,,,,Other,,'106 Î¼m^2 surface area: 22.2 Î¼m^3 volume
106853,Surface area and volume of ram spermatozoa,Surface area and volume,ram spermatozoa,Sheep Ovis aries,,,,,,,,Other,,'135 Î¼m^2 surface area: 31.3 Î¼m^3 volume
110805,Surface area and volume of a single red blood cell,Surface area and volume,a single red blood cell,Human Homo sapiens,,,,,,,,Cells,,'surface area 155µm^2: volume 87µm^3
106535,The particle volume and estimated particle dimensions of corn seedling chloroplasts,The particle volume and estimated particle dimensions,corn seedling chloroplasts,Corn Zea mays,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/THE%20PARTICLE%20VOLUME%20AND%20ESTIMATED%20PARTICLE%20DIMENSIONS%20OF%20corn%20seedling%20chloroplast.pdf
110520,"The plasma volume, red cell volume, blood volume, whole body haematocrit and venous haematocrit of the mouse","The plasma volume, red cell volume, blood volume, whole body haematocrit and venous haematocrit",the mouse,Mouse Mus musculus,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/The%20plasma%20volume%2C%20red%20cell%20volume%2C%20blood%20volume%2C%20whole%20body%20haematocrit%20and%20venous%20haematocrit%20of%20the%20mouse.pdf
103706,Total lipid particle volume in cell,Total lipid particle volume in cell,,Budding yeast Saccharomyces cerevisiae,0.4,,,um^3,4.0000000000000004e-19,,,Cells,0.4,'Table link - http://bionumbers.hms.harvard.edu/files/Total%20organelle%20surface%20area%20and%20organelle%20volume%20per%20cell.pdf
106593,Total nucleolar volume of human esophageal epithelial cells,Total nucleolar volume,human esophageal epithelial cells,Human Homo sapiens,4.22,,,Î¼m^3,4.22e-18,,,Cells,4.22,'±3.21 Table link - http://bionumbers.hms.harvard.edu/files/Descriptive%20statistics%20of%20selected%20features%20of%20human%20esophageal%20epithelial%20cells.pdf
103783,Total organelle surface area and organelle volume per cell,Total organelle surface area and organelle volume per cell,,Budding yeast Saccharomyces cerevisiae,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Total%20organelle%20surface%20area%20and%20organelle%20volume%20per%20cell.pdf
106076,Total volume of lysosomes per cell,Total volume,lysosomes per cell,Human Homo sapiens,,,,µm^3,,,,Cell organelles,,'Table link - http://bit.ly/eVKN1G
108551,Typical volume of chloroplast,Typical volume,chloroplast,Plants,,,,Î¼m^3,,,,Cell organelles,,'~30
108245,Upper limit of volume of osteoblast-like cell (MG63),Upper limit,volume of osteoblast-like cell (MG63),Human Homo sapiens,,,,Î¼m^3,,,,Cells,,'70.5Ñ10^4
108536,"Usual values of the volumetric elastic modulus, Îµ",Usual values,"the volumetric elastic modulus, Îµ",Plants,,1.0,50.0,MPa,,1.0,50.0,Other,,'1 to 50
108543,Vacuolar volume for the mesophyll cell in a leaf,Vacuolar volume for the mesophyll cell in a leaf,,Plants,,4.0,4.0,Î¼m^3,,4e-18,4e-18,Cells,,'2E+4 to 4E+4
107661,Vacuole volume of yeast spore cell,Vacuole volume,yeast spore cell,Budding yeast Saccharomyces cerevisiae,,,,Î¼m^3,,,,Cell organelles,,'~0.7
103763,Volume of water molecule bound to an amino acid,Volume,water molecule bound to an amino acid,Generic,25.8,,,Å^3,2.58e-29,,,Small molecules & proteins,25.8,'±3.8
105874,Volume of water molecule in bulk water,Volume,water molecule in bulk water,Generic,29.7,,,Å^3,2.97e-29,,,Small molecules & proteins,29.7,
106549,Volume of water molecule at 20°C,Volume,water molecule at 20°C,Generic,30.0,,,Å^3,3e-29,,,Small molecules & proteins,30,'Table link - http://bionumbers.hms.harvard.edu/files/Properties%20of%20pure%20liquid%20water%20at%2020%C2%B0C.jpg
102518,Histidine volume,Volume,histidine,Generic,93.7,,,Å^3,9.370000000000002e-29,,,Other,93.7,
102514,Uracil volume,Volume,uracil,Generic,110.8,,,Å^3,1.108e-28,,,Other,110.8,
102515,Cytosine volume,Volume,cytosine,Generic,115.0,,,Å^3,1.1500000000000002e-28,,,Other,115,
102519,Phenylalanine volume,Volume,phenylalanine,Generic,127.0,,,Å^3,1.2700000000000002e-28,,,Other,127,
102520,Tyrosine volume,Volume,tyrosine,Generic,130.8,,,Å^3,1.3080000000000002e-28,,,Other,130.8,
102516,Adenine volume,Volume,adenine,Generic,139.2,,,Å^3,1.392e-28,,,Other,139.2,
102517,Guanine volume,Volume,guanine,Generic,145.9,,,Å^3,1.4590000000000003e-28,,,Other,145.9,
102521,Tryptophan volume,Volume,tryptophan,Generic,162.6,,,Å^3,1.626e-28,,,Other,162.6,
105808,Volume of cholesterol,Volume,cholesterol,Generic,0.541,,,nm^3,5.41e-28,,,Other,0.541,
105807,Volume of dipalmitoylphosphatidylcholine (DPPC),Volume,dipalmitoylphosphatidylcholine (DPPC),Generic,1.22,,,nm^3,1.22e-27,,,Other,1.22,
106350,Volume of solvent filled cavity of maltose transporter,Volume,solvent filled cavity of maltose transporter,Bacteria Escherichia coli,6500.0,,,Å^3,6.5e-27,,,Cells,6500,
105116,Volume of hemoglobin molecule,Volume,hemoglobin molecule,Human Homo sapiens,321.6,,,nm^3,3.2160000000000005e-25,,,Small molecules & proteins,321.6,
104274,Volume of beta-galactosidase molecule,Volume,beta-galactosidase molecule,Bacteria Escherichia coli,2000.0,,,nm^3,2.0000000000000002e-24,,,Small molecules & proteins,2000,
104919,Volume of 70S (intact) ribosome including salt ions and spermidine,Volume,70S (intact) ribosome including salt ions and spermidine,Bacteria Escherichia coli,3400.0,,,nm^3,3.4e-24,,,Cell organelles,3400,
100232,Volume of protein + DNA,Volume,protein + DNA,Bacteriophage T7,0.000114,,,µm^3,1.1400000000000002e-22,,,Small molecules & proteins,0.000114,'±0.000005
102282,Volume of spindle pole body,Volume,spindle pole body,Fission yeast Schizosaccharomyces pombe,0.00153,,,µm^3,1.53e-21,,,Other,0.00153,
114943,Volume of cell,Volume,cell,Bacteria Spiroplasma melliferum,0.0183,,,µm^3,1.8300000000000003e-20,,,Cells,0.0183,
108951,Cell volume,Volume,cell,Bacteria Spiroplasma melliferum,0.02,,,Î¼m^3,2.0000000000000002e-20,,,Cells,0.02,
114936,Cell volume,Volume,cell,Bacteria Sphingopyxis alaskensis,0.07,,,µm^3,7.000000000000001e-20,,,Cells,0.07,
114934,Cell volume,Volume,cell,Bacteria Rickettsia prowazekii,0.09,,,µm^3,9e-20,,,Cells,0.09,
100012,Envelope volume,Volume,envelope,Bacteria Escherichia coli,0.13,,,µm^3,1.3e-19,,,Cell organelles,0.13,
100013,Nuclear (DNA+protein) volume,Volume,nuclear (dna+protein),Bacteria Escherichia coli,0.16,,,µm^3,1.6000000000000002e-19,,,Small molecules & proteins,0.16,
107009,Volume of nucleoid,Volume,nucleoid,Bacteria Escherichia coli,0.2,,,Î¼m^3,2.0000000000000002e-19,,,Cells,0.2,
108339,Cell volume,Volume,cell,Bacteria Leptospira interrogans,0.22,,,Î¼m^3,2.2000000000000003e-19,,,Cells,0.22,
107136,Volume of mitochondrion,Volume,mitochondrion,Rat Rattus norvegicus,0.27,,,Î¼m^3,2.7000000000000006e-19,,,Other,0.27,'Table link - http://bionumbers.hms.harvard.edu/files/Structural%20and%20Functional%20Characteristics%20of%20the%20average%20isolated%20mitochondrion.pdf
112006,Cell volume,Volume,cell,Bacteria Vibrio fischeri,0.35,,,µm^3,3.5e-19,,,Cells,0.35,
114925,Cell volume,Volume,cell,Bacteria Escherichia coli,0.47,,,µm^3,4.7e-19,,,Cells,0.47,
100438,Mitochondria volume,Volume,mitochondria,Mammalian tissue culture cell,0.5,,,µm^3,5e-19,,,Cell organelles,0.5,
114928,Cell volume,Volume,cell,Bacteria Legionella pneumophila,0.58,,,µm^3,5.8e-19,,,Cells,0.58,
100011,Cytoplasm volume,Volume,cytoplasm,Bacteria Escherichia coli,0.67,,,µm^3,6.700000000000001e-19,,,Cell organelles,0.67,
104382,Endosome volume,Volume,endosome,Chinese hamster ovary (CHO),0.8,,,µm^3,8.000000000000001e-19,,,Other,0.8,
104803,Volume of peroxisome,Volume,peroxisome,Spinach Spinacia oleracea,0.9,,,um^3,9e-19,,,Other,0.9,
114922,Cell volume,Volume,cell,Bacteria Bacillus subtilis,0.9,,,µm^3,9e-19,,,Cells,0.9,
108287,Volume of average bacterium in feces,Volume,average bacterium in feces,Human Homo sapiens,1.0,,,Î¼m^3,1e-18,,,Other,1,
106307,Volume of cell grown in minimal salt medium (MSGT) during exponential phase,Volume,cell grown in minimal salt medium (MSGT) during exponential phase,Bacteria Escherichia coli,1.029,,,µm^3,1.029e-18,,,Cells,1.029,'±0.01 Table link - http://bionumbers.hms.harvard.edu/files/Mean%20values%20of%20parameters%20for%20cells%20during%20exponential%20and%20synchronous%20growth%20in%20two%20minimal%20salts%20media1.pdf
100004,Cell total volume,Volume,cell total,Bacteria Escherichia coli,1.1,0.44,1.79,µm^3,1.1000000000000001e-18,4.400000000000001e-19,1.79e-18,Cells,1.1,'0.44-1.79 Table link - http://bionumbers.hms.harvard.edu/files/E.%20coli%20cell%20volume%20in%20different%20media%20in%20stationary%20and%20exponential%20phase.pdf
110361,Volume of cell,Volume,cell,Bacteria Chlorobium clathratiforme,1.2,,,µm^3,1.2e-18,,,Cells,1.2,
100482,Ribosome volume,Volume,ribosome,Generic,1.4,,,Î¼m^3,1.4e-18,,,Cell organelles,1.4E-05,
114921,Cell volume,Volume,cell,Bacteria Bacillus subtilis,1.41,,,µm^3,1.41e-18,,,Cells,1.41,
114924,Cell volume,Volume,cell,Bacteria Escherichia coli,1.46,,,µm^3,1.4600000000000001e-18,,,Cells,1.46,
101353,Volume of nuclei during G1 phase,Volume,nuclei during G1 phase,Budding yeast Saccharomyces cerevisiae,1.76,,,µm^3,1.7600000000000003e-18,,,Nuclei,1.76,'±0.41
101579,Volume of bacterium,Volume,bacterium,Bacteria Staphylococcus aureus,1.76,,,µm^3,1.7600000000000003e-18,,,Cells,1.76,
104843,Cell volume,Volume,cell,Cyanobacteria Synechococcus WH7803,1.8,,,µm^3,1.8e-18,,,Cells,1.8,
102067,Volume of cell,Volume,cell,Bacteria Escherichia coli,2.0,,,µm^3,2e-18,,,Cells,2,
101352,Volume of nuclei during S phase,Volume,nuclei during S phase,Budding yeast Saccharomyces cerevisiae,2.13,,,µm^3,2.1300000000000002e-18,,,Nuclei,2.13,'±0.72
105627,Volume of nuclei during late anaphase,Volume,nuclei during late anaphase,Budding yeast Saccharomyces cerevisiae,2.83,,,µm^3,2.8300000000000003e-18,,,Nuclei,2.83,'±0.53
101351,Volume of nuclei during early mitosis,Volume,nuclei during early mitosis,Budding yeast Saccharomyces cerevisiae,3.1,,,µm^3,3.1000000000000005e-18,,,Nuclei,3.1,'±0.62
101396,Volume of Nucleus,Volume,Nucleus,Budding yeast Saccharomyces cerevisiae,3.3,,,µm^3,3.3e-18,,,Nuclei,3.3,
110529,Pyrenoid volume,Volume,pyrenoid,Chlamydomonas reinhardtii,3.42,,,µm^3,3.4200000000000003e-18,,,Other,3.42,'Table link - http://bionumbers.hms.harvard.edu/files/Absolute%20and%20relative%20volume%20of%20several%20specimen%20organelles.pdf
100480,Globular protein volume,Volume,globular protein,Generic,6.6,,,µm^3,6.6e-18,,,Small molecules & proteins,6.6E-08,
114949,Cell volume,Volume,cell,Budding yeast Saccharomyces cerevisiae,7.3,,,µm^3,7.3e-18,,,Cells,7.3,'±3
105966,Volume of a single chromatid during mitosis,Volume,a single chromatid during mitosis,Human Homo sapiens,10.0,4.0,23.0,µm^3,1e-17,4e-18,2.3e-17,DNA/RNA structures,10,'4 to 23
105145,Volume of high light acclimated cells,Volume,high light acclimated cells,Alga Nannochloropsis sp.,10.2,,,µm^3,1.02e-17,,,Cells,10.2,'±2.5
